n_taus = 30
n_waves = 116
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.3253   -1.31238  -0.15452  -0.12533    0.2886    1.0496
    0.0900     0.2846   -1.34794  -0.13504  -0.10923    0.2515    1.0467
    0.1013     0.2513   -1.34028  -0.11937  -0.09401    0.2165    1.0423
    0.1139     0.2070   -1.37939  -0.09829  -0.07613    0.1753    1.0391
    0.1282     0.1798   -1.39469  -0.08545  -0.06465    0.1489    1.0360
    0.1443     0.1590   -1.38892  -0.07564  -0.05502    0.1267    1.0361
    0.1623     0.1333   -1.35539  -0.06336  -0.04173    0.0961    1.0382
    0.1826     0.1222   -1.32621  -0.05806  -0.03525    0.0812    1.0386
    0.2055     0.1270   -1.36502  -0.06040  -0.03938    0.0907    1.0375
    0.2312     0.1118   -1.41615  -0.05317  -0.03474    0.0800    1.0320
    0.2601     0.0969   -1.46672  -0.04612  -0.02993    0.0689    1.0259
    0.2927     0.0895   -1.51716  -0.04261  -0.02829    0.0651    1.0268
    0.3293     0.0823   -1.56920  -0.03908  -0.02645    0.0609    1.0220
    0.3705     0.0748   -1.59076  -0.03556  -0.02364    0.0544    1.0212
    0.4169     0.0673   -1.64026  -0.03208  -0.02151    0.0495    1.0191
    0.4691     0.0598   -1.67578  -0.02847  -0.01880    0.0433    1.0175
    0.5278     0.0524   -1.72772  -0.02496  -0.01644    0.0378    1.0168
    0.5939     0.0453   -1.79265  -0.02156  -0.01427    0.0329    1.0126
    0.6682     0.0388   -1.84833  -0.01844  -0.01206    0.0278    1.0131
    0.7518     0.0329   -1.93004  -0.01564  -0.01038    0.0239    1.0104
    0.8459     0.0275   -2.00521  -0.01306  -0.00866    0.0199    1.0074
    0.9518     0.0229   -2.08861  -0.01091  -0.00729    0.0168    1.0066
    1.0710     0.0191   -2.17719  -0.00907  -0.00614    0.0141    1.0058
    1.2050     0.0158   -2.26955  -0.00753  -0.00516    0.0119    1.0044
    1.3560     0.0131   -2.36409  -0.00622  -0.00431    0.0099    1.0039
    1.5250     0.0109   -2.46425  -0.00517  -0.00366    0.0084    1.0031
    1.7160     0.0090   -2.56768  -0.00426  -0.00307    0.0071    1.0021
    1.9310     0.0074   -2.67543  -0.00353  -0.00260    0.0060    1.0014
    2.1730     0.0061   -2.79278  -0.00290  -0.00220    0.0051    1.0012
    2.4450     0.0050   -2.90529  -0.00240  -0.00186    0.0043    1.0013
    2.7510     0.0042   -3.02820  -0.00200  -0.00159    0.0037    1.0011
    3.0950     0.0035   -3.16073  -0.00166  -0.00136    0.0031    1.0005
    3.2500     0.0033   -3.20196  -0.00155  -0.00128    0.0029    1.0007
    3.2670     0.0032   -3.20757  -0.00154  -0.00127    0.0029    1.0006
    3.2830     0.0032   -3.21606  -0.00152  -0.00126    0.0029    1.0007
    3.3000     0.0032   -3.22007  -0.00151  -0.00125    0.0029    1.0005
    3.3160     0.0032   -3.22908  -0.00151  -0.00125    0.0029    1.0004
    3.3330     0.0031   -3.23006  -0.00149  -0.00124    0.0028    1.0006
    3.3490     0.0031   -3.23592  -0.00147  -0.00122    0.0028    1.0005
    3.4820     0.0029   -3.28410  -0.00138  -0.00116    0.0027    1.0007
    3.9180     0.0024   -3.41753  -0.00115  -0.00099    0.0023    1.0004
    4.4080     0.0020   -3.56085  -0.00096  -0.00084    0.0019    1.0002
    4.9600     0.0017   -3.70845  -0.00080  -0.00072    0.0017    1.0002
    5.5810     0.0014   -3.86464  -0.00069  -0.00063    0.0014    1.0002
    5.9900     0.0014   -3.95326  -0.00066  -0.00061    0.0014    1.0001
    6.0600     0.0014   -3.97188  -0.00065  -0.00061    0.0014    1.0002
    6.1300     0.0014   -3.98986  -0.00065  -0.00060    0.0014    1.0001
    6.2000     0.0014   -4.00799  -0.00064  -0.00060    0.0014    1.0002
    6.2700     0.0013   -4.02533  -0.00064  -0.00060    0.0014    1.0001
    6.2790     0.0013   -4.02920  -0.00064  -0.00060    0.0014    1.0001
    6.3400     0.0013   -4.03972  -0.00063  -0.00059    0.0014    1.0001
    6.4100     0.0013   -4.05443  -0.00063  -0.00059    0.0014    1.0001
    6.8780     0.0012   -4.15480  -0.00058  -0.00055    0.0013    1.0000
    7.0650     0.0012   -4.19865  -0.00056  -0.00054    0.0012    1.0001
    7.1520     0.0012   -4.20678  -0.00058  -0.00056    0.0013    1.0001
    7.4260     0.0014   -4.23995  -0.00065  -0.00062    0.0014    1.0001
    7.7000     0.0015   -4.29721  -0.00071  -0.00069    0.0016    1.0000
