n_taus = 30
n_waves = 116
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.2194   -1.42591  -0.10294  -0.08277    0.1906    1.0381
    0.0900     0.1881   -1.48274  -0.08841  -0.07124    0.1640    1.0336
    0.1013     0.1682   -1.46587  -0.07806  -0.06063    0.1396    1.0316
    0.1139     0.1459   -1.46269  -0.06815  -0.05098    0.1174    1.0288
    0.1282     0.1333   -1.47875  -0.06225  -0.04592    0.1057    1.0273
    0.1443     0.1242   -1.48823  -0.05811  -0.04227    0.0973    1.0299
    0.1623     0.1115   -1.46081  -0.05224  -0.03561    0.0820    1.0272
    0.1826     0.1109   -1.43247  -0.05191  -0.03419    0.0787    1.0338
    0.2055     0.1266   -1.41722  -0.05921  -0.04057    0.0934    1.0374
    0.2312     0.1133   -1.45519  -0.05309  -0.03621    0.0834    1.0317
    0.2601     0.0980   -1.49394  -0.04619  -0.03097    0.0713    1.0318
    0.2927     0.0904   -1.54163  -0.04255  -0.02900    0.0668    1.0273
    0.3293     0.0829   -1.58907  -0.03919  -0.02712    0.0624    1.0240
    0.3705     0.0750   -1.61927  -0.03521  -0.02404    0.0554    1.0230
    0.4169     0.0673   -1.66889  -0.03176  -0.02186    0.0503    1.0201
    0.4691     0.0598   -1.70839  -0.02827  -0.01929    0.0444    1.0190
    0.5278     0.0524   -1.76146  -0.02467  -0.01678    0.0386    1.0150
    0.5939     0.0453   -1.82011  -0.02129  -0.01445    0.0333    1.0139
    0.6682     0.0390   -1.87787  -0.01837  -0.01241    0.0286    1.0117
    0.7518     0.0333   -1.94228  -0.01566  -0.01055    0.0243    1.0122
    0.8459     0.0280   -2.01171  -0.01319  -0.00886    0.0204    1.0092
    0.9518     0.0235   -2.10357  -0.01106  -0.00756    0.0174    1.0069
    1.0710     0.0196   -2.18213  -0.00927  -0.00636    0.0147    1.0060
    1.2050     0.0163   -2.27954  -0.00769  -0.00538    0.0124    1.0048
    1.3560     0.0135   -2.37486  -0.00636  -0.00450    0.0104    1.0035
    1.5250     0.0112   -2.47058  -0.00527  -0.00378    0.0087    1.0034
    1.7160     0.0092   -2.57085  -0.00435  -0.00317    0.0073    1.0032
    1.9310     0.0076   -2.67717  -0.00360  -0.00268    0.0062    1.0027
    2.1730     0.0063   -2.79307  -0.00296  -0.00225    0.0052    1.0011
    2.4450     0.0052   -2.89484  -0.00247  -0.00192    0.0044    1.0015
    2.7510     0.0043   -3.01987  -0.00204  -0.00162    0.0037    1.0012
    3.0950     0.0036   -3.13885  -0.00171  -0.00139    0.0032    1.0009
    3.2500     0.0033   -3.18930  -0.00159  -0.00131    0.0030    1.0005
    3.2670     0.0033   -3.19802  -0.00156  -0.00129    0.0030    1.0007
    3.2830     0.0033   -3.19931  -0.00157  -0.00130    0.0030    1.0005
    3.3000     0.0033   -3.20714  -0.00155  -0.00128    0.0029    1.0006
    3.3160     0.0032   -3.21380  -0.00154  -0.00127    0.0029    1.0006
    3.3330     0.0032   -3.22544  -0.00151  -0.00125    0.0029    1.0006
    3.3490     0.0032   -3.22562  -0.00150  -0.00124    0.0028    1.0005
    3.4820     0.0030   -3.27006  -0.00141  -0.00117    0.0027    1.0005
    3.9180     0.0025   -3.40373  -0.00116  -0.00099    0.0023    1.0005
    4.4080     0.0020   -3.54398  -0.00097  -0.00084    0.0019    1.0002
    4.9600     0.0017   -3.69228  -0.00080  -0.00072    0.0016    1.0003
    5.5810     0.0014   -3.84322  -0.00068  -0.00062    0.0014    1.0002
    5.9900     0.0014   -3.93480  -0.00065  -0.00060    0.0014    1.0001
    6.0600     0.0014   -3.95357  -0.00064  -0.00059    0.0014    1.0001
    6.1300     0.0013   -3.97046  -0.00064  -0.00059    0.0014    1.0001
    6.2000     0.0013   -3.98959  -0.00063  -0.00059    0.0013    1.0001
    6.2700     0.0013   -4.00878  -0.00062  -0.00058    0.0013    1.0001
    6.2790     0.0013   -4.01401  -0.00062  -0.00058    0.0013    1.0001
    6.3400     0.0013   -4.02328  -0.00062  -0.00058    0.0013    1.0001
    6.4100     0.0013   -4.03616  -0.00061  -0.00057    0.0013    1.0001
    6.8780     0.0012   -4.13489  -0.00056  -0.00053    0.0012    1.0001
    7.0650     0.0011   -4.17629  -0.00055  -0.00052    0.0012    1.0001
    7.1520     0.0012   -4.19040  -0.00055  -0.00053    0.0012    1.0001
    7.4260     0.0012   -4.22849  -0.00059  -0.00057    0.0013    1.0000
    7.7000     0.0013   -4.28538  -0.00063  -0.00060    0.0014    1.0000
    7.9490     0.0014   -4.35381  -0.00065  -0.00064    0.0015    1.0000
    7.9740     0.0014   -4.35323  -0.00066  -0.00065    0.0015    1.0000
    8.1290     0.0016   -4.33955  -0.00076  -0.00074    0.0017    1.0001
    8.2480     0.0018   -4.33668  -0.00083  -0.00081    0.0019    1.0000
    8.2860     0.0018   -4.33657  -0.00085  -0.00083    0.0019    1.0000
    8.4430     0.0020   -4.35064  -0.00094  -0.00092    0.0021    1.0000
    8.5220     0.0021   -4.35452  -0.00100  -0.00098    0.0023    1.0001
    8.6000     0.0022   -4.36958  -0.00104  -0.00102    0.0023    1.0000
    8.7570     0.0024   -4.40829  -0.00112  -0.00111    0.0025    1.0000
    8.9140     0.0026   -4.45942  -0.00122  -0.00121    0.0028    1.0000
    8.9440     0.0026   -4.47593  -0.00123  -0.00121    0.0028    1.0000
    9.0710     0.0026   -4.48019  -0.00125  -0.00124    0.0029    1.0000
   10.0600     0.0028   -4.56029  -0.00132  -0.00131    0.0030    1.0000
   10.9500     0.0021   -4.67505  -0.00100  -0.00099    0.0023    1.0000
   11.0700     0.0020   -4.69867  -0.00095  -0.00094    0.0022    1.0000
   11.1900     0.0019   -4.71569  -0.00091  -0.00090    0.0021    1.0000
   11.3000     0.0018   -4.73542  -0.00087  -0.00086    0.0020    1.0000
   11.3200     0.0018   -4.73699  -0.00086  -0.00085    0.0020    1.0000
   11.4100     0.0018   -4.74845  -0.00084  -0.00083    0.0019    1.0000
   11.5300     0.0017   -4.76498  -0.00081  -0.00080    0.0019    1.0000
   11.6500     0.0017   -4.78198  -0.00079  -0.00078    0.0018    1.0000
   12.7400     0.0012   -4.95388  -0.00055  -0.00054    0.0012    1.0000
   14.3400     0.0008   -5.19851  -0.00039  -0.00039    0.0009    1.0000
   16.1300     0.0010   -5.41268  -0.00046  -0.00046    0.0011    1.0000
   18.1500     0.0011   -5.58021  -0.00052  -0.00052    0.0012    1.0000
   20.4200     0.0009   -5.75247  -0.00044  -0.00044    0.0010    1.0000
   22.9700     0.0007   -5.95511  -0.00034  -0.00034    0.0008    1.0000
   25.8500     0.0006   -6.16441  -0.00027  -0.00027    0.0006    1.0000
   29.0800     0.0004   -6.37201  -0.00021  -0.00021    0.0005    1.0000
   32.7200     0.0004   -6.58456  -0.00017  -0.00017    0.0004    1.0000
   36.8200     0.0003   -6.79502  -0.00013  -0.00013    0.0003    1.0000
   41.4300     0.0002   -7.00170  -0.00011  -0.00011    0.0002    1.0000
   46.6100     0.0002   -7.21153  -0.00009  -0.00009    0.0002    1.0000
   52.4500     0.0001   -7.41360  -0.00007  -0.00007    0.0002    1.0000
   59.0100     0.0001   -7.61726  -0.00006  -0.00006    0.0001    1.0000
   66.3900     0.0001   -7.81974  -0.00004  -0.00004    0.0001    1.0000
   74.7100     0.0001   -8.02549  -0.00004  -0.00004    0.0001    1.0000
   84.0500     0.0001   -8.22671  -0.00003  -0.00003    0.0001    1.0000
   94.5700     0.0000   -8.43306  -0.00002  -0.00002    0.0001    1.0000
  106.4000     0.0000   -8.63474  -0.00002  -0.00002    0.0000    1.0000
  119.7000     0.0000   -8.84165  -0.00001  -0.00001    0.0000    1.0000
  134.7000     0.0000   -9.04049  -0.00001  -0.00001    0.0000    1.0000
  151.6000     0.0000   -9.24424  -0.00001  -0.00001    0.0000    1.0000
  170.5000     0.0000   -9.44710  -0.00001  -0.00001    0.0000    1.0000
  191.9000     0.0000   -9.65019  -0.00001  -0.00001    0.0000    1.0000
  215.9000     0.0000   -9.85065  -0.00000  -0.00000    0.0000    1.0000
  242.9000     0.0000  -10.05695  -0.00000  -0.00000    0.0000    1.0000
  273.3000     0.0000  -10.26206  -0.00000  -0.00000    0.0000    1.0000
  307.5000     0.0000  -10.46459  -0.00000  -0.00000    0.0000    1.0000
  346.0000     0.0000  -10.66558  -0.00000  -0.00000    0.0000    1.0000
  389.3000     0.0000  -10.86947  -0.00000  -0.00000    0.0000    1.0000
  438.0000     0.0000  -11.07147  -0.00000  -0.00000    0.0000    1.0000
  492.9000     0.0000  -11.27680  -0.00000  -0.00000    0.0000    1.0000
  554.5000     0.0000  -11.48098  -0.00000  -0.00000    0.0000    1.0000
  624.0000     0.0000  -11.68528  -0.00000  -0.00000    0.0000    1.0000
  702.0000     0.0000  -11.88418  -0.00000  -0.00000    0.0000    1.0000
  789.9000     0.0000  -12.08885  -0.00000  -0.00000    0.0000    1.0000
  888.8000     0.0000  -12.29484  -0.00000  -0.00000    0.0000    1.0000
 1000.0000     0.0000  -12.49662  -0.00000  -0.00000    0.0000    1.0000
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.4389   -1.24551  -0.20004  -0.16259    0.3744    1.0729
    0.0900     0.3762   -1.27540  -0.17148  -0.13857    0.3191    1.0632
    0.1013     0.3365   -1.24262  -0.15442  -0.12034    0.2771    1.0594
    0.1139     0.2918   -1.24389  -0.13396  -0.10149    0.2337    1.0582
    0.1282     0.2666   -1.25030  -0.12395  -0.09264    0.2133    1.0560
    0.1443     0.2484   -1.24372  -0.11471  -0.08358    0.1925    1.0602
    0.1623     0.2229   -1.22461  -0.10351  -0.07183    0.1654    1.0624
    0.1826     0.2217   -1.18889  -0.10295  -0.06871    0.1582    1.0628
    0.2055     0.2532   -1.17710  -0.11757  -0.08127    0.1871    1.0723
    0.2312     0.2267   -1.21926  -0.10541  -0.07322    0.1686    1.0592
    0.2601     0.1960   -1.24004  -0.09146  -0.06166    0.1420    1.0552
    0.2927     0.1809   -1.28926  -0.08372  -0.05748    0.1323    1.0494
    0.3293     0.1658   -1.31858  -0.07722  -0.05299    0.1220    1.0462
    0.3705     0.1501   -1.35724  -0.07036  -0.04849    0.1116    1.0402
    0.4169     0.1346   -1.40483  -0.06257  -0.04326    0.0996    1.0385
    0.4691     0.1195   -1.44148  -0.05579  -0.03828    0.0881    1.0348
    0.5278     0.1047   -1.48824  -0.04918  -0.03366    0.0775    1.0305
    0.5939     0.0907   -1.54108  -0.04269  -0.02912    0.0670    1.0287
    0.6682     0.0780   -1.60180  -0.03670  -0.02504    0.0577    1.0271
    0.7518     0.0665   -1.65737  -0.03126  -0.02110    0.0486    1.0223
