n_taus = 30
n_waves = 116
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.5375   -1.23645  -0.25568  -0.21250    0.4893    1.0746
    0.0900     0.4790   -1.26112  -0.22830  -0.18979    0.4370    1.0640
    0.1013     0.4173   -1.23794  -0.19900  -0.16100    0.3707    1.0638
    0.1139     0.3345   -1.25525  -0.15934  -0.12584    0.2898    1.0545
    0.1282     0.2815   -1.25686  -0.13413  -0.10257    0.2362    1.0491
    0.1443     0.2397   -1.24121  -0.11427  -0.08300    0.1911    1.0533
    0.1623     0.1942   -1.16394  -0.09261  -0.05724    0.1318    1.0624
    0.1826     0.1720   -1.06112  -0.08188  -0.03856    0.0888    1.0782
    0.2055     0.1512   -1.04594  -0.07205  -0.02822    0.0650    1.0756
    0.2312     0.1307   -1.13021  -0.06231  -0.02667    0.0614    1.0638
    0.2601     0.1156   -1.19986  -0.05510  -0.02505    0.0577    1.0502
    0.2927     0.1023   -1.29183  -0.04884  -0.02470    0.0569    1.0413
    0.3293     0.0903   -1.37207  -0.04306  -0.02317    0.0533    1.0324
    0.3705     0.0795   -1.42980  -0.03787  -0.02060    0.0474    1.0322
    0.4169     0.0698   -1.49636  -0.03326  -0.01856    0.0427    1.0299
    0.4691     0.0609   -1.55942  -0.02907  -0.01645    0.0379    1.0218
    0.5278     0.0526   -1.62170  -0.02508  -0.01422    0.0327    1.0204
    0.5939     0.0449   -1.70208  -0.02139  -0.01242    0.0286    1.0172
    0.6682     0.0380   -1.77414  -0.01814  -0.01059    0.0244    1.0148
    0.7518     0.0319   -1.85119  -0.01522  -0.00893    0.0206    1.0138
    0.8459     0.0265   -1.94620  -0.01261  -0.00758    0.0175    1.0088
    0.9518     0.0218   -2.03753  -0.01040  -0.00634    0.0146    1.0075
    1.0710     0.0180   -2.13104  -0.00857  -0.00530    0.0122    1.0062
    1.2050     0.0148   -2.24093  -0.00704  -0.00451    0.0104    1.0048
    1.3560     0.0121   -2.33830  -0.00577  -0.00376    0.0086    1.0044
    1.5250     0.0100   -2.44804  -0.00476  -0.00319    0.0074    1.0030
    1.7160     0.0082   -2.56120  -0.00390  -0.00270    0.0062    1.0023
    1.9310     0.0068   -2.67760  -0.00322  -0.00231    0.0053    1.0017
    2.1730     0.0056   -2.79564  -0.00267  -0.00197    0.0045    1.0014
    2.4450     0.0047   -2.91535  -0.00222  -0.00169    0.0039    1.0012
    2.7510     0.0039   -3.04322  -0.00185  -0.00146    0.0034    1.0008
    3.0950     0.0033   -3.17379  -0.00156  -0.00127    0.0029    1.0009
    3.2500     0.0031   -3.22161  -0.00146  -0.00120    0.0028    1.0008
    3.2670     0.0030   -3.22455  -0.00145  -0.00119    0.0027    1.0007
    3.2830     0.0030   -3.23515  -0.00144  -0.00118    0.0027    1.0006
    3.3000     0.0030   -3.24307  -0.00143  -0.00118    0.0027    1.0004
    3.3160     0.0030   -3.24935  -0.00142  -0.00118    0.0027    1.0005
    3.3330     0.0030   -3.25108  -0.00141  -0.00117    0.0027    1.0006
    3.3490     0.0029   -3.25517  -0.00140  -0.00116    0.0027    1.0004
    3.4820     0.0028   -3.30617  -0.00132  -0.00110    0.0025    1.0006
    3.9180     0.0023   -3.44471  -0.00111  -0.00095    0.0022    1.0004
    4.4080     0.0020   -3.58602  -0.00094  -0.00083    0.0019    1.0003
    4.9600     0.0017   -3.72927  -0.00081  -0.00073    0.0017    1.0002
    5.5810     0.0015   -3.87973  -0.00071  -0.00065    0.0015    1.0001
    5.9900     0.0014   -3.96542  -0.00069  -0.00064    0.0015    1.0001
    6.0600     0.0014   -3.98326  -0.00069  -0.00064    0.0015    1.0002
    6.1300     0.0014   -4.00088  -0.00068  -0.00064    0.0015    1.0001
    6.2000     0.0014   -4.01930  -0.00068  -0.00064    0.0015    1.0001
    6.2700     0.0014   -4.03559  -0.00068  -0.00064    0.0015    1.0001
    6.2790     0.0014   -4.03999  -0.00068  -0.00064    0.0015    1.0001
    6.3400     0.0014   -4.04920  -0.00067  -0.00063    0.0015    1.0000
    6.4100     0.0014   -4.06213  -0.00067  -0.00063    0.0015    1.0001
    6.8780     0.0013   -4.15633  -0.00063  -0.00060    0.0014    1.0001
    7.0650     0.0013   -4.20004  -0.00062  -0.00059    0.0014    1.0000
    7.1520     0.0014   -4.19654  -0.00067  -0.00064    0.0015    1.0001
    7.4260     0.0017   -4.20708  -0.00082  -0.00079    0.0018    1.0001
    7.7000     0.0020   -4.26312  -0.00096  -0.00094    0.0022    1.0001
    7.9490     0.0023   -4.36676  -0.00110  -0.00108    0.0025    1.0000
    7.9740     0.0024   -4.35795  -0.00115  -0.00113    0.0026    1.0000
    8.1290     0.0030   -4.31040  -0.00144  -0.00142    0.0033    1.0000
    8.2480     0.0035   -4.29102  -0.00167  -0.00164    0.0038    1.0000
    8.2860     0.0036   -4.28797  -0.00174  -0.00172    0.0040    1.0001
    8.4430     0.0043   -4.28678  -0.00203  -0.00201    0.0046    1.0001
    8.5220     0.0046   -4.29430  -0.00219  -0.00216    0.0050    1.0001
    8.6000     0.0049   -4.30568  -0.00234  -0.00231    0.0053    1.0001
    8.7570     0.0055   -4.35413  -0.00263  -0.00261    0.0060    1.0000
    8.9140     0.0061   -4.43461  -0.00292  -0.00291    0.0067    1.0000
    8.9440     0.0063   -4.45492  -0.00298  -0.00296    0.0068    1.0000
    9.0710     0.0063   -4.45910  -0.00303  -0.00301    0.0069    1.0000
   10.0600     0.0070   -4.50655  -0.00334  -0.00333    0.0077    1.0000
   10.9500     0.0051   -4.61072  -0.00245  -0.00244    0.0056    1.0000
   11.0700     0.0049   -4.62776  -0.00233  -0.00232    0.0053    1.0000
   11.1900     0.0046   -4.64726  -0.00221  -0.00220    0.0051    1.0000
   11.3000     0.0044   -4.66594  -0.00210  -0.00209    0.0048    1.0000
   11.3200     0.0044   -4.66929  -0.00208  -0.00207    0.0048    1.0000
   11.4100     0.0042   -4.67975  -0.00202  -0.00201    0.0046    1.0000
   11.5300     0.0041   -4.69334  -0.00195  -0.00194    0.0045    1.0000
   11.6500     0.0039   -4.70919  -0.00187  -0.00187    0.0043    1.0000
   12.7400     0.0026   -4.88164  -0.00122  -0.00121    0.0028    1.0000
   14.3400     0.0018   -5.12723  -0.00085  -0.00084    0.0019    1.0000
   16.1300     0.0023   -5.33981  -0.00110  -0.00110    0.0025    1.0000
