n_taus = 30
n_waves = 116
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.2194   -1.79633  -0.03791  -0.03040    0.0700    1.0402
    0.0900     0.1881   -1.83790  -0.03425  -0.02748    0.0633    1.0395
    0.1013     0.1682   -1.84604  -0.02986  -0.02328    0.0536    1.0335
    0.1139     0.1459   -1.83045  -0.02655  -0.01978    0.0456    1.0277
    0.1282     0.1333   -1.85558  -0.02351  -0.01716    0.0395    1.0296
    0.1443     0.1242   -1.85179  -0.02311  -0.01672    0.0385    1.0286
    0.1623     0.1115   -1.82529  -0.02073  -0.01397    0.0322    1.0424
    0.1826     0.1109   -1.78759  -0.02078  -0.01341    0.0309    1.0335
    0.2055     0.1266   -1.77957  -0.02344  -0.01589    0.0366    1.0376
    0.2312     0.1133   -1.83208  -0.02055  -0.01390    0.0320    1.0364
    0.2601     0.0980   -1.85510  -0.01860  -0.01231    0.0284    1.0287
    0.2927     0.0904   -1.91861  -0.01721  -0.01179    0.0272    1.0320
    0.3293     0.0829   -1.96640  -0.01539  -0.01056    0.0243    1.0258
    0.3705     0.0750   -1.97629  -0.01415  -0.00944    0.0217    1.0236
    0.4169     0.0673   -2.02952  -0.01293  -0.00877    0.0202    1.0179
    0.4691     0.0598   -2.06614  -0.01163  -0.00781    0.0180    1.0205
    0.5278     0.0524   -2.11114  -0.01015  -0.00672    0.0155    1.0175
    0.5939     0.0453   -2.18439  -0.00852  -0.00563    0.0130    1.0155
    0.6682     0.0390   -2.23728  -0.00754  -0.00499    0.0115    1.0135
    0.7518     0.0333   -2.31627  -0.00645  -0.00433    0.0100    1.0089
    0.8459     0.0280   -2.38678  -0.00555  -0.00375    0.0086    1.0100
    0.9518     0.0235   -2.46999  -0.00462  -0.00313    0.0072    1.0073
    1.0710     0.0196   -2.53572  -0.00388  -0.00261    0.0060    1.0075
    1.2050     0.0163   -2.64275  -0.00327  -0.00228    0.0052    1.0050
    1.3560     0.0135   -2.73666  -0.00264  -0.00184    0.0042    1.0034
    1.5250     0.0112   -2.83132  -0.00222  -0.00157    0.0036    1.0035
    1.7160     0.0092   -2.94684  -0.00179  -0.00129    0.0030    1.0022
    1.9310     0.0076   -3.06633  -0.00145  -0.00107    0.0025    1.0028
    2.1730     0.0063   -3.16002  -0.00121  -0.00091    0.0021    1.0014
    2.4450     0.0052   -3.26679  -0.00103  -0.00079    0.0018    1.0015
    2.7510     0.0043   -3.36701  -0.00089  -0.00070    0.0016    1.0013
    3.0950     0.0036   -3.49116  -0.00073  -0.00059    0.0014    1.0006
    3.2500     0.0033   -3.55023  -0.00068  -0.00056    0.0013    1.0006
    3.2670     0.0033   -3.56867  -0.00066  -0.00054    0.0012    1.0003
    3.2830     0.0033   -3.56277  -0.00066  -0.00054    0.0013    1.0005
    3.3000     0.0033   -3.58309  -0.00064  -0.00053    0.0012    1.0007
    3.3160     0.0032   -3.57270  -0.00065  -0.00053    0.0012    1.0008
    3.3330     0.0032   -3.58288  -0.00064  -0.00053    0.0012    1.0006
    3.3490     0.0032   -3.58262  -0.00064  -0.00053    0.0012    1.0002
    3.4820     0.0030   -3.61827  -0.00061  -0.00051    0.0012    1.0005
    3.9180     0.0025   -3.77486  -0.00049  -0.00042    0.0010    1.0008
    4.4080     0.0020   -3.90702  -0.00041  -0.00036    0.0008    1.0003
    4.9600     0.0017   -4.04795  -0.00035  -0.00031    0.0007    1.0001
    5.5810     0.0014   -4.21184  -0.00029  -0.00026    0.0006    1.0001
    5.9900     0.0014   -4.31415  -0.00027  -0.00025    0.0006    1.0001
    6.0600     0.0014   -4.32186  -0.00027  -0.00025    0.0006    1.0001
    6.1300     0.0013   -4.33314  -0.00028  -0.00025    0.0006    1.0002
    6.2000     0.0013   -4.36235  -0.00027  -0.00025    0.0006    1.0000
    6.2700     0.0013   -4.36697  -0.00027  -0.00025    0.0006    1.0001
    6.2790     0.0013   -4.38112  -0.00026  -0.00024    0.0006    1.0001
    6.3400     0.0013   -4.38547  -0.00027  -0.00025    0.0006    1.0001
    6.4100     0.0013   -4.41793  -0.00025  -0.00023    0.0005    1.0001
    6.8780     0.0012   -4.50517  -0.00024  -0.00022    0.0005    1.0000
    7.0650     0.0011   -4.55584  -0.00023  -0.00021    0.0005    1.0001
    7.1520     0.0012   -4.55740  -0.00023  -0.00022    0.0005    1.0001
    7.4260     0.0012   -4.60534  -0.00025  -0.00024    0.0005    1.0001
    7.7000     0.0013   -4.65032  -0.00027  -0.00026    0.0006    1.0000
    7.9490     0.0014   -4.71192  -0.00029  -0.00028    0.0006    1.0001
    7.9740     0.0014   -4.71064  -0.00029  -0.00028    0.0006    1.0000
    8.1290     0.0016   -4.69987  -0.00033  -0.00032    0.0007    1.0001
    8.2480     0.0018   -4.70386  -0.00035  -0.00035    0.0008    1.0001
    8.2860     0.0018   -4.70461  -0.00036  -0.00035    0.0008    1.0000
    8.4430     0.0020   -4.71217  -0.00040  -0.00039    0.0009    1.0001
    8.5220     0.0021   -4.72670  -0.00042  -0.00041    0.0009    1.0001
    8.6000     0.0022   -4.74226  -0.00044  -0.00043    0.0010    1.0001
    8.7570     0.0024   -4.78446  -0.00047  -0.00046    0.0011    1.0000
    8.9140     0.0026   -4.82424  -0.00052  -0.00052    0.0012    1.0000
    8.9440     0.0026   -4.82795  -0.00054  -0.00054    0.0012    1.0000
    9.0710     0.0026   -4.85294  -0.00052  -0.00052    0.0012    1.0000
   10.0600     0.0028   -4.92312  -0.00057  -0.00056    0.0013    1.0000
   10.9500     0.0021   -5.04994  -0.00042  -0.00042    0.0010    1.0000
   11.0700     0.0020   -5.06954  -0.00040  -0.00040    0.0009    1.0000
   11.1900     0.0019   -5.07877  -0.00039  -0.00039    0.0009    1.0000
   11.3000     0.0018   -5.09950  -0.00037  -0.00037    0.0008    1.0000
   11.3200     0.0018   -5.10789  -0.00036  -0.00036    0.0008    1.0000
   11.4100     0.0018   -5.11366  -0.00036  -0.00036    0.0008    1.0000
   11.5300     0.0017   -5.13585  -0.00034  -0.00034    0.0008    1.0000
   11.6500     0.0017   -5.13974  -0.00034  -0.00034    0.0008    1.0000
   12.7400     0.0012   -5.32363  -0.00023  -0.00023    0.0005    1.0000
   14.3400     0.0008   -5.57646  -0.00016  -0.00016    0.0004    1.0000
   16.1300     0.0010   -5.78725  -0.00020  -0.00020    0.0004    1.0000
   18.1500     0.0011   -5.94653  -0.00022  -0.00022    0.0005    1.0000
   20.4200     0.0009   -6.12320  -0.00019  -0.00018    0.0004    1.0000
   22.9700     0.0007   -6.31942  -0.00015  -0.00015    0.0003    1.0000
   25.8500     0.0006   -6.54845  -0.00011  -0.00011    0.0003    1.0000
   29.0800     0.0004   -6.74270  -0.00009  -0.00009    0.0002    1.0000
   32.7200     0.0004   -6.96628  -0.00007  -0.00007    0.0002    1.0000
   36.8200     0.0003   -7.14753  -0.00006  -0.00006    0.0001    1.0000
   41.4300     0.0002   -7.37136  -0.00005  -0.00005    0.0001    1.0000
   46.6100     0.0002   -7.57478  -0.00004  -0.00004    0.0001    1.0000
   52.4500     0.0001   -7.78416  -0.00003  -0.00003    0.0001    1.0000
   59.0100     0.0001   -7.98379  -0.00002  -0.00002    0.0001    1.0000
   66.3900     0.0001   -8.18675  -0.00002  -0.00002    0.0000    1.0000
   74.7100     0.0001   -8.39126  -0.00002  -0.00002    0.0000    1.0000
   84.0500     0.0001   -8.60790  -0.00001  -0.00001    0.0000    1.0000
   94.5700     0.0000   -8.80152  -0.00001  -0.00001    0.0000    1.0000
  106.4000     0.0000   -9.01107  -0.00001  -0.00001    0.0000    1.0000
  119.7000     0.0000   -9.20691  -0.00001  -0.00001    0.0000    1.0000
  134.7000     0.0000   -9.41574  -0.00000  -0.00000    0.0000    1.0000
  151.6000     0.0000   -9.58728  -0.00000  -0.00000    0.0000    1.0000
  170.5000     0.0000   -9.82591  -0.00000  -0.00000    0.0000    1.0000
  191.9000     0.0000  -10.02693  -0.00000  -0.00000    0.0000    1.0000
  215.9000     0.0000  -10.21938  -0.00000  -0.00000    0.0000    1.0000
  242.9000     0.0000  -10.43864  -0.00000  -0.00000    0.0000    1.0000
  273.3000     0.0000  -10.63018  -0.00000  -0.00000    0.0000    1.0000
  307.5000     0.0000  -10.83160  -0.00000  -0.00000    0.0000    1.0000
  346.0000     0.0000  -11.03848  -0.00000  -0.00000    0.0000    1.0000
  389.3000     0.0000  -11.24334  -0.00000  -0.00000    0.0000    1.0000
  438.0000     0.0000  -11.43281  -0.00000  -0.00000    0.0000    1.0000
  492.9000     0.0000  -11.64464  -0.00000  -0.00000    0.0000    1.0000
  554.5000     0.0000  -11.85712  -0.00000  -0.00000    0.0000    1.0000
  624.0000     0.0000  -12.05211  -0.00000  -0.00000    0.0000    1.0000
  702.0000     0.0000  -12.26407  -0.00000  -0.00000    0.0000    1.0000
  789.9000     0.0000  -12.45124  -0.00000  -0.00000    0.0000    1.0000
  888.8000     0.0000  -12.65538  -0.00000  -0.00000    0.0000    1.0000
 1000.0000     0.0000  -12.87761  -0.00000  -0.00000    0.0000    1.0000
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0800     0.4389   -1.62956  -0.06794  -0.05619    0.1294    1.0704
    0.0900     0.3762   -1.67065  -0.06068  -0.05015    0.1155    1.0700
    0.1013     0.3365   -1.61678  -0.05572  -0.04394    0.1012    1.0611
    0.1139     0.2918   -1.62505  -0.04876  -0.03739    0.0861    1.0600
    0.1282     0.2666   -1.63389  -0.04349  -0.03247    0.0748    1.0606
    0.1443     0.2484   -1.63961  -0.04220  -0.03136    0.0722    1.0646
    0.1623     0.2229   -1.60534  -0.03891  -0.02728    0.0628    1.0688
    0.1826     0.2217   -1.53205  -0.04008  -0.02631    0.0606    1.0745
    0.2055     0.2532   -1.56655  -0.04264  -0.02984    0.0687    1.0728
    0.2312     0.2267   -1.59016  -0.03885  -0.02681    0.0617    1.0616
    0.2601     0.1960   -1.62605  -0.03482  -0.02382    0.0549    1.0666
    0.2927     0.1809   -1.66089  -0.03327  -0.02316    0.0533    1.0527
    0.3293     0.1658   -1.70202  -0.02922  -0.02009    0.0463    1.0479
    0.3705     0.1501   -1.73101  -0.02673  -0.01823    0.0420    1.0495
    0.4169     0.1346   -1.76610  -0.02527  -0.01745    0.0402    1.0432
    0.4691     0.1195   -1.80755  -0.02193  -0.01487    0.0342    1.0330
    0.5278     0.1047   -1.84490  -0.01950  -0.01305    0.0301    1.0324
    0.5939     0.0907   -1.90247  -0.01710  -0.01148    0.0264    1.0273
    0.6682     0.0780   -1.95673  -0.01496  -0.01002    0.0231    1.0281
    0.7518     0.0665   -2.03086  -0.01275  -0.00861    0.0198    1.0193
    0.8459     0.0560   -2.12167  -0.01058  -0.00723    0.0167    1.0172
    0.9518     0.0469   -2.17638  -0.00914  -0.00620    0.0143    1.0147
    1.0710     0.0392   -2.24722  -0.00782  -0.00532    0.0123    1.0129
    1.2050     0.0326   -2.34028  -0.00650  -0.00449    0.0103    1.0087
    1.3560     0.0269   -2.45789  -0.00510  -0.00358    0.0082    1.0072
    1.5250     0.0224   -2.53412  -0.00442  -0.00314    0.0072    1.0062
    1.7160     0.0185   -2.64806  -0.00358  -0.00259    0.0060    1.0056
    1.9310     0.0153   -2.77442  -0.00288  -0.00214    0.0049    1.0034
    2.1730     0.0126   -2.86172  -0.00245  -0.00185    0.0043    1.0037
    2.4450     0.0104   -2.96824  -0.00204  -0.00157    0.0036    1.0021
    2.7510     0.0086   -3.06199  -0.00179  -0.00142    0.0033    1.0025
    3.0950     0.0072   -3.20523  -0.00143  -0.00116    0.0027    1.0009
    3.2500     0.0067   -3.24622  -0.00137  -0.00112    0.0026    1.0015
    3.2670     0.0066   -3.27312  -0.00130  -0.00107    0.0025    1.0009
    3.2830     0.0066   -3.27300  -0.00130  -0.00107    0.0025    1.0012
    3.3000     0.0065   -3.28051  -0.00130  -0.00107    0.0025    1.0012
    3.3160     0.0065   -3.27614  -0.00129  -0.00105    0.0024    1.0010
    3.3330     0.0064   -3.28204  -0.00128  -0.00105    0.0024    1.0009
    3.3490     0.0064   -3.27474  -0.00131  -0.00107    0.0025    1.0014
    3.4820     0.0059   -3.32084  -0.00122  -0.00101    0.0023    1.0011
    3.9180     0.0049   -3.48206  -0.00097  -0.00082    0.0019    1.0010
    4.4080     0.0041   -3.60696  -0.00082  -0.00071    0.0016    1.0004
    4.9600     0.0034   -3.74320  -0.00070  -0.00063    0.0014    1.0004
    5.5810     0.0029   -3.91289  -0.00058  -0.00052    0.0012    1.0002
    5.9900     0.0027   -4.01998  -0.00053  -0.00049    0.0011    1.0002
    6.0600     0.0027   -4.01848  -0.00055  -0.00051    0.0012    1.0002
    6.1300     0.0027   -4.03334  -0.00055  -0.00051    0.0012    1.0003
    6.2000     0.0027   -4.06382  -0.00053  -0.00049    0.0011    1.0003
    6.2700     0.0026   -4.06440  -0.00055  -0.00051    0.0012    1.0001
    6.2790     0.0026   -4.07625  -0.00053  -0.00050    0.0011    1.0003
    6.3400     0.0026   -4.09279  -0.00052  -0.00049    0.0011    1.0002
    6.4100     0.0026   -4.11138  -0.00051  -0.00047    0.0011    1.0001
    6.8780     0.0024   -4.21656  -0.00046  -0.00044    0.0010    1.0001
    7.0650     0.0023   -4.25224  -0.00045  -0.00043    0.0010    1.0002
    7.1520     0.0023   -4.25654  -0.00047  -0.00045    0.0010    1.0002
    7.4260     0.0025   -4.30171  -0.00050  -0.00048    0.0011    1.0001
    7.7000     0.0026   -4.34971  -0.00053  -0.00051    0.0012    1.0001
    7.9490     0.0028   -4.41033  -0.00057  -0.00056    0.0013    1.0001
    7.9740     0.0028   -4.41297  -0.00058  -0.00056    0.0013    1.0001
    8.1290     0.0032   -4.39373  -0.00067  -0.00065    0.0015    1.0001
    8.2480     0.0035   -4.40599  -0.00070  -0.00069    0.0016    1.0001
    8.2860     0.0036   -4.41421  -0.00071  -0.00069    0.0016    1.0001
