n_taus = 41
n_waves = 25
tau_V = 0.010
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.0896   -1.47177  -0.04383  -0.02792    0.0643    1.0229
    0.1143     0.0751   -1.48911  -0.03677  -0.02171    0.0500    1.0206
    0.1286     0.0562   -1.57647  -0.02754  -0.01544    0.0355    1.0162
    0.1429     0.0491   -1.60879  -0.02403  -0.01288    0.0296    1.0180
    0.1571     0.0430   -1.65876  -0.02105  -0.01116    0.0257    1.0146
    0.1714     0.0385   -1.69061  -0.01886  -0.00971    0.0224    1.0134
    0.1857     0.0349   -1.73021  -0.01709  -0.00876    0.0202    1.0140
    0.2000     0.0328   -1.75490  -0.01604  -0.00819    0.0188    1.0110
    0.2143     0.0308   -1.79436  -0.01508  -0.00792    0.0182    1.0119
    0.2286     0.0280   -1.82741  -0.01370  -0.00708    0.0163    1.0093
    0.2429     0.0255   -1.87647  -0.01247  -0.00657    0.0151    1.0086
    0.2571     0.0235   -1.90536  -0.01148  -0.00597    0.0137    1.0086
    0.2714     0.0217   -1.95710  -0.01060  -0.00572    0.0132    1.0065
    0.2857     0.0202   -1.97501  -0.00989  -0.00521    0.0120    1.0069
    0.3000     0.0186   -2.01052  -0.00911  -0.00481    0.0111    1.0075
    0.3777     0.0157   -2.09285  -0.00770  -0.00415    0.0096    1.0061
    0.4755     0.0120   -2.20871  -0.00589  -0.00318    0.0073    1.0046
    0.5986     0.0087   -2.35299  -0.00425  -0.00231    0.0053    1.0035
    0.7536     0.0062   -2.49963  -0.00305  -0.00167    0.0039    1.0022
    0.9487     0.0044   -2.63404  -0.00217  -0.00115    0.0027    1.0018
    1.1944     0.0026   -2.88024  -0.00129  -0.00071    0.0016    1.0012
    1.5036     0.0018   -3.04178  -0.00090  -0.00051    0.0012    1.0007
    1.8929     0.0014   -3.19703  -0.00067  -0.00039    0.0009    1.0004
    2.3831     0.0009   -3.38589  -0.00045  -0.00027    0.0006    1.0003
    3.0001     0.0006   -3.62339  -0.00027  -0.00017    0.0004    1.0002
 
tau_V = 0.030
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.2688   -1.07118  -0.13148  -0.08425    0.1940    1.0713
    0.1143     0.2252   -1.07625  -0.11018  -0.06559    0.1510    1.0632
    0.1286     0.1687   -1.13809  -0.08259  -0.04596    0.1058    1.0538
    0.1429     0.1472   -1.18593  -0.07201  -0.03983    0.0917    1.0501
    0.1571     0.1289   -1.21882  -0.06309  -0.03376    0.0777    1.0452
    0.1714     0.1156   -1.25087  -0.05657  -0.02966    0.0683    1.0431
    0.1857     0.1048   -1.27428  -0.05127  -0.02603    0.0599    1.0388
    0.2000     0.0983   -1.31250  -0.04812  -0.02511    0.0578    1.0361
    0.2143     0.0923   -1.32958  -0.04522  -0.02322    0.0535    1.0309
    0.2286     0.0839   -1.37723  -0.04113  -0.02155    0.0496    1.0307
    0.2429     0.0764   -1.41867  -0.03740  -0.01971    0.0454    1.0290
    0.2571     0.0704   -1.45279  -0.03444  -0.01817    0.0418    1.0258
    0.2714     0.0650   -1.49321  -0.03182  -0.01706    0.0393    1.0233
    0.2857     0.0606   -1.51690  -0.02963  -0.01571    0.0362    1.0224
    0.3000     0.0559   -1.54655  -0.02737  -0.01442    0.0332    1.0202
    0.3777     0.0472   -1.63031  -0.02309  -0.01249    0.0288    1.0173
    0.4755     0.0361   -1.74150  -0.01767  -0.00955    0.0220    1.0131
    0.5986     0.0260   -1.88401  -0.01275  -0.00694    0.0160    1.0089
    0.7536     0.0187   -2.03071  -0.00916  -0.00504    0.0116    1.0075
    0.9487     0.0133   -2.16212  -0.00650  -0.00348    0.0080    1.0051
    1.1944     0.0079   -2.40451  -0.00386  -0.00214    0.0049    1.0031
    1.5036     0.0055   -2.56436  -0.00271  -0.00152    0.0035    1.0017
    1.8929     0.0041   -2.71622  -0.00200  -0.00116    0.0027    1.0017
    2.3831     0.0028   -2.91147  -0.00135  -0.00082    0.0019    1.0007
    3.0001     0.0017   -3.14486  -0.00082  -0.00051    0.0012    1.0006
 
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.4480   -0.92654  -0.21897  -0.14121    0.3252    1.1134
    0.1143     0.3754   -0.90653  -0.18364  -0.10836    0.2495    1.1081
    0.1286     0.2812   -0.97599  -0.13760  -0.07876    0.1814    1.0883
    0.1429     0.2453   -1.00019  -0.11996  -0.06621    0.1525    1.0807
    0.1571     0.2149   -1.03067  -0.10514  -0.05642    0.1299    1.0699
    0.1714     0.1926   -1.05071  -0.09426  -0.04872    0.1122    1.0662
    0.1857     0.1746   -1.08452  -0.08548  -0.04400    0.1013    1.0621
    0.2000     0.1638   -1.10787  -0.08008  -0.04114    0.0947    1.0591
    0.2143     0.1539   -1.14066  -0.07532  -0.03947    0.0909    1.0543
    0.2286     0.1399   -1.16651  -0.06850  -0.03516    0.0810    1.0491
    0.2429     0.1273   -1.21102  -0.06229  -0.03250    0.0748    1.0448
    0.2571     0.1173   -1.25733  -0.05737  -0.03080    0.0709    1.0410
    0.2714     0.1083   -1.29251  -0.05296  -0.02864    0.0659    1.0371
    0.2857     0.1009   -1.31171  -0.04938  -0.02627    0.0605    1.0332
    0.3000     0.0931   -1.33583  -0.04559  -0.02388    0.0550    1.0330
    0.3777     0.0786   -1.41375  -0.03847  -0.02055    0.0473    1.0292
    0.4755     0.0602   -1.52978  -0.02948  -0.01596    0.0368    1.0227
    0.5986     0.0434   -1.66627  -0.02123  -0.01151    0.0265    1.0156
    0.7536     0.0312   -1.81087  -0.01527  -0.00837    0.0193    1.0120
    0.9487     0.0221   -1.94646  -0.01083  -0.00582    0.0134    1.0080
    1.1944     0.0131   -2.18501  -0.00644  -0.00357    0.0082    1.0053
    1.5036     0.0092   -2.34296  -0.00451  -0.00252    0.0058    1.0039
    1.8929     0.0068   -2.50240  -0.00334  -0.00196    0.0045    1.0018
    2.3831     0.0046   -2.69162  -0.00225  -0.00137    0.0031    1.0016
    3.0001     0.0028   -2.91960  -0.00136  -0.00084    0.0019    1.0009
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.8959   -0.80272  -0.43720  -0.28156    0.6483    1.2299
    0.1143     0.7508   -0.76552  -0.36651  -0.22069    0.5081    1.2189
    0.1286     0.5625   -0.78541  -0.27481  -0.15800    0.3638    1.1843
    0.1429     0.4905   -0.79747  -0.23978  -0.13363    0.3077    1.1680
