n_taus = 41
n_waves = 25
tau_V = 0.010
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.0423   -1.76951  -0.02030  -0.01263    0.0291    1.0165
    0.1143     0.0379   -1.80168  -0.01820  -0.01111    0.0256    1.0133
    0.1286     0.0362   -1.78805  -0.01741  -0.01011    0.0233    1.0136
    0.1429     0.0328   -1.83300  -0.01578  -0.00922    0.0212    1.0162
    0.1571     0.0297   -1.86408  -0.01427  -0.00818    0.0188    1.0132
    0.1714     0.0274   -1.89315  -0.01316  -0.00747    0.0172    1.0117
    0.1857     0.0266   -1.91183  -0.01280  -0.00736    0.0169    1.0094
    0.2000     0.0273   -1.93059  -0.01308  -0.00786    0.0181    1.0104
    0.2143     0.0275   -1.94957  -0.01325  -0.00825    0.0190    1.0101
    0.2286     0.0263   -1.97685  -0.01258  -0.00789    0.0182    1.0096
    0.2429     0.0227   -2.01223  -0.01093  -0.00662    0.0152    1.0089
    0.2571     0.0213   -2.02147  -0.01022  -0.00601    0.0138    1.0074
    0.2714     0.0198   -2.01676  -0.00958  -0.00532    0.0123    1.0079
    0.2857     0.0184   -2.03216  -0.00887  -0.00477    0.0110    1.0094
    0.3000     0.0176   -2.04673  -0.00845  -0.00449    0.0103    1.0080
    0.3777     0.0153   -2.11210  -0.00738  -0.00398    0.0092    1.0077
    0.4755     0.0116   -2.22788  -0.00562  -0.00302    0.0070    1.0053
    0.5986     0.0089   -2.34238  -0.00429  -0.00230    0.0053    1.0042
    0.7536     0.0075   -2.43375  -0.00361  -0.00200    0.0046    1.0036
    0.9487     0.0057   -2.53280  -0.00272  -0.00144    0.0033    1.0033
    1.1944     0.0033   -2.78088  -0.00162  -0.00090    0.0021    1.0022
    1.5036     0.0022   -2.97277  -0.00107  -0.00061    0.0014    1.0007
    1.8929     0.0015   -3.15886  -0.00071  -0.00041    0.0009    1.0005
    2.3831     0.0009   -3.41868  -0.00041  -0.00025    0.0006    1.0004
    3.0001     0.0005   -3.64062  -0.00026  -0.00016    0.0004    1.0002
 
tau_V = 0.030
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.1269   -1.33204  -0.05950  -0.03691    0.0850    1.0486
    0.1143     0.1138   -1.35683  -0.05383  -0.03274    0.0754    1.0413
    0.1286     0.1085   -1.35031  -0.05136  -0.03007    0.0692    1.0416
    0.1429     0.0984   -1.38722  -0.04653  -0.02715    0.0625    1.0340
    0.1571     0.0890   -1.42260  -0.04214  -0.02442    0.0562    1.0384
    0.1714     0.0823   -1.44401  -0.03921  -0.02244    0.0517    1.0329
    0.1857     0.0799   -1.47164  -0.03792  -0.02221    0.0512    1.0332
    0.2000     0.0819   -1.49031  -0.03885  -0.02376    0.0547    1.0310
    0.2143     0.0826   -1.50688  -0.03908  -0.02453    0.0565    1.0270
    0.2286     0.0788   -1.53112  -0.03726  -0.02355    0.0542    1.0321
    0.2429     0.0680   -1.56188  -0.03240  -0.01975    0.0455    1.0252
    0.2571     0.0639   -1.57647  -0.03027  -0.01809    0.0417    1.0270
    0.2714     0.0595   -1.55746  -0.02843  -0.01577    0.0363    1.0227
    0.2857     0.0553   -1.58329  -0.02632  -0.01444    0.0332    1.0250
    0.3000     0.0527   -1.59108  -0.02530  -0.01365    0.0314    1.0243
    0.3777     0.0460   -1.64593  -0.02205  -0.01185    0.0273    1.0230
    0.4755     0.0349   -1.76396  -0.01676  -0.00905    0.0208    1.0163
    0.5986     0.0268   -1.88272  -0.01284  -0.00702    0.0162    1.0138
    0.7536     0.0225   -1.96301  -0.01076  -0.00593    0.0137    1.0108
    0.9487     0.0170   -2.06115  -0.00820  -0.00437    0.0101    1.0080
    1.1944     0.0100   -2.31352  -0.00478  -0.00266    0.0061    1.0043
    1.5036     0.0067   -2.49798  -0.00323  -0.00184    0.0042    1.0026
    1.8929     0.0044   -2.68243  -0.00212  -0.00122    0.0028    1.0017
    2.3831     0.0026   -2.94449  -0.00124  -0.00074    0.0017    1.0009
    3.0001     0.0016   -3.16359  -0.00078  -0.00049    0.0011    1.0010
 
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.2116   -1.15544  -0.09763  -0.06119    0.1409    1.0778
    0.1143     0.1897   -1.19078  -0.08784  -0.05486    0.1263    1.0701
    0.1286     0.1809   -1.16775  -0.08443  -0.04999    0.1151    1.0642
    0.1429     0.1640   -1.21246  -0.07610  -0.04548    0.1047    1.0672
    0.1571     0.1483   -1.22713  -0.06926  -0.04007    0.0923    1.0597
    0.1714     0.1372   -1.25490  -0.06462  -0.03747    0.0863    1.0551
    0.1857     0.1332   -1.27394  -0.06289  -0.03697    0.0851    1.0562
    0.2000     0.1364   -1.29807  -0.06400  -0.03938    0.0907    1.0527
    0.2143     0.1377   -1.30602  -0.06429  -0.04008    0.0923    1.0456
    0.2286     0.1313   -1.33756  -0.06136  -0.03896    0.0897    1.0483
    0.2429     0.1134   -1.36227  -0.05333  -0.03251    0.0749    1.0445
    0.2571     0.1066   -1.36362  -0.05010  -0.02950    0.0679    1.0410
    0.2714     0.0992   -1.35423  -0.04700  -0.02610    0.0601    1.0414
    0.2857     0.0922   -1.38965  -0.04367  -0.02452    0.0565    1.0399
    0.3000     0.0879   -1.38485  -0.04183  -0.02255    0.0519    1.0426
    0.3777     0.0766   -1.45572  -0.03631  -0.02008    0.0462    1.0353
    0.4755     0.0581   -1.56141  -0.02764  -0.01511    0.0348    1.0277
    0.5986     0.0447   -1.67125  -0.02139  -0.01177    0.0271    1.0206
    0.7536     0.0374   -1.74345  -0.01796  -0.00986    0.0227    1.0184
    0.9487     0.0283   -1.84836  -0.01360  -0.00729    0.0168    1.0134
    1.1944     0.0167   -2.09414  -0.00800  -0.00445    0.0103    1.0079
    1.5036     0.0111   -2.28284  -0.00537  -0.00308    0.0071    1.0053
    1.8929     0.0074   -2.45870  -0.00357  -0.00205    0.0047    1.0033
    2.3831     0.0043   -2.72066  -0.00206  -0.00123    0.0028    1.0018
    3.0001     0.0027   -2.93808  -0.00132  -0.00082    0.0019    1.0010
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.1000     0.4231   -0.95825  -0.18641  -0.11856    0.2730    1.1431
    0.1143     0.3794   -0.96630  -0.16967  -0.10531    0.2425    1.1360
    0.1286     0.3617   -0.96279  -0.16155  -0.09783    0.2253    1.1342
    0.1429     0.3281   -0.98782  -0.14758  -0.08898    0.2049    1.1204
    0.1571     0.2966   -1.00723  -0.13433  -0.07971    0.1835    1.1077
    0.1714     0.2745   -1.02988  -0.12490  -0.07396    0.1703    1.1093
    0.1857     0.2665   -1.04640  -0.12153  -0.07275    0.1675    1.1084
    0.2000     0.2729   -1.06914  -0.12415  -0.07746    0.1783    1.1015
    0.2143     0.2753   -1.09466  -0.12533  -0.08106    0.1867    1.0921
    0.2286     0.2626   -1.10094  -0.11980  -0.07666    0.1765    1.0833
    0.2429     0.2267   -1.12678  -0.10388  -0.06452    0.1486    1.0834
    0.2571     0.2132   -1.12276  -0.09838  -0.05915    0.1362    1.0833
    0.2714     0.1985   -1.10992  -0.09232  -0.05250    0.1209    1.0886
    0.2857     0.1844   -1.12342  -0.08575  -0.04765    0.1097    1.0844
    0.3000     0.1758   -1.13608  -0.08176  -0.04503    0.1037    1.0847
    0.3777     0.1533   -1.18865  -0.07166  -0.03970    0.0914    1.0708
    0.4755     0.1162   -1.28947  -0.05451  -0.02994    0.0689    1.0542
    0.5986     0.0894   -1.39151  -0.04231  -0.02330    0.0537    1.0438
