n_taus = 30
n_waves = 81
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.2212   -1.35848  -0.10115  -0.07778    0.1791    1.0437
    0.0531     0.2340   -1.33546  -0.10764  -0.08267    0.1904    1.0475
    0.0556     0.2480   -1.29272  -0.11276  -0.08498    0.1957    1.0426
    0.0579     0.2654   -1.30558  -0.11933  -0.09193    0.2117    1.0532
    0.0589     0.2828   -1.28035  -0.12636  -0.09692    0.2232    1.0587
    0.0599     0.3080   -1.28683  -0.13929  -0.10942    0.2519    1.0598
    0.0609     0.3361   -1.27882  -0.15185  -0.12059    0.2777    1.0638
    0.0624     0.3755   -1.24953  -0.16873  -0.13409    0.3088    1.0715
    0.0638     0.4090   -1.25841  -0.18331  -0.14823    0.3413    1.0581
    0.0657     0.4433   -1.29246  -0.19629  -0.16281    0.3749    1.0654
    0.0680     0.4722   -1.25858  -0.21070  -0.17344    0.3994    1.0632
    0.0708     0.4941   -1.32061  -0.21446  -0.18172    0.4184    1.0616
    0.0729     0.4937   -1.31776  -0.21584  -0.18278    0.4209    1.0641
    0.0733     0.5109   -1.31166  -0.22576  -0.19151    0.4410    1.0694
    0.0737     0.5062   -1.29682  -0.22625  -0.19082    0.4394    1.0759
    0.0763     0.4694   -1.29266  -0.20876  -0.17436    0.4015    1.0677
    0.0785     0.4378   -1.29689  -0.19373  -0.16076    0.3702    1.0659
    0.0813     0.4074   -1.27830  -0.18201  -0.14854    0.3420    1.0637
    0.0846     0.3807   -1.31799  -0.16989  -0.14006    0.3225    1.0625
    0.0902     0.3582   -1.29547  -0.16198  -0.13116    0.3020    1.0612
    0.0983     0.3294   -1.25339  -0.14902  -0.11615    0.2674    1.0621
    0.1047     0.3006   -1.23784  -0.13491  -0.10193    0.2347    1.0645
    0.1103     0.2777   -1.24313  -0.12503  -0.09314    0.2145    1.0649
    0.1168     0.2571   -1.23470  -0.11638  -0.08451    0.1946    1.0597
    0.1245     0.2380   -1.24446  -0.10851  -0.07786    0.1793    1.0653
    0.1326     0.2218   -1.22603  -0.10079  -0.06941    0.1598    1.0553
    0.1445     0.2051   -1.20938  -0.09502  -0.06286    0.1447    1.0689
    0.1594     0.1814   -1.18182  -0.08266  -0.04941    0.1138    1.0747
    0.1728     0.1666   -1.13366  -0.07798  -0.04136    0.0952    1.0694
    0.1928     0.1581   -1.08969  -0.07226  -0.03243    0.0747    1.0834
    0.2018     0.1604   -1.09377  -0.07367  -0.03406    0.0784    1.0930
    0.2101     0.1636   -1.10884  -0.07531  -0.03686    0.0849    1.0891
    0.2188     0.1613   -1.08675  -0.07491  -0.03458    0.0796    1.0882
    0.2304     0.1476   -1.11401  -0.06871  -0.03125    0.0719    1.0762
    0.2385     0.1372   -1.11873  -0.06289  -0.02629    0.0605    1.0684
    0.2469     0.1281   -1.12872  -0.05928  -0.02376    0.0547    1.0713
    0.2585     0.1192   -1.14169  -0.05492  -0.02074    0.0477    1.0644
    0.2754     0.1102   -1.14938  -0.05166  -0.01830    0.0421    1.0663
    0.3003     0.1014   -1.16558  -0.04730  -0.01542    0.0355    1.0556
    0.3273     0.0932   -1.19833  -0.04329  -0.01392    0.0320    1.0681
    0.3548     0.0861   -1.21290  -0.04048  -0.01222    0.0281    1.0549
    0.3846     0.0792   -1.26412  -0.03710  -0.01209    0.0278    1.0590
    0.4145     0.0729   -1.29872  -0.03391  -0.01093    0.0252    1.0383
    0.4441     0.0671   -1.28744  -0.03144  -0.00799    0.0184    1.0430
    0.4759     0.0614   -1.34056  -0.02868  -0.00800    0.0184    1.0380
    0.5070     0.0563   -1.39233  -0.02615  -0.00785    0.0181    1.0314
    0.5401     0.0514   -1.40417  -0.02424  -0.00650    0.0150    1.0398
    0.5721     0.0471   -1.43648  -0.02213  -0.00572    0.0132    1.0405
    0.6060     0.0430   -1.48926  -0.02015  -0.00564    0.0130    1.0257
    0.6419     0.0391   -1.51476  -0.01835  -0.00472    0.0109    1.0267
    0.6800     0.0354   -1.53468  -0.01659  -0.00361    0.0083    1.0250
    0.7203     0.0321   -1.61344  -0.01500  -0.00419    0.0096    1.0198
    0.7630     0.0290   -1.64895  -0.01350  -0.00357    0.0082    1.0191
    0.8082     0.0262   -1.69625  -0.01226  -0.00336    0.0077    1.0166
    0.8511     0.0240   -1.74960  -0.01116  -0.00330    0.0076    1.0136
    0.8964     0.0220   -1.78281  -0.01034  -0.00307    0.0071    1.0179
    0.9441     0.0202   -1.82195  -0.00938  -0.00274    0.0063    1.0138
    0.9943     0.0186   -1.85636  -0.00885  -0.00272    0.0063    1.0174
    1.0470     0.0171   -1.89934  -0.00803  -0.00249    0.0057    1.0157
    1.1030     0.0158   -1.94972  -0.00736  -0.00243    0.0056    1.0094
    1.1610     0.0146   -1.97705  -0.00696  -0.00233    0.0054    1.0090
    1.2230     0.0135   -2.00843  -0.00639  -0.00209    0.0048    1.0096
    1.2880     0.0125   -2.06293  -0.00580  -0.00201    0.0046    1.0099
    1.3570     0.0115   -2.08886  -0.00545  -0.00188    0.0043    1.0085
    1.4290     0.0107   -2.12415  -0.00510  -0.00181    0.0042    1.0065
    1.5050     0.0101   -2.14721  -0.00482  -0.00170    0.0039    1.0086
    1.5850     0.0096   -2.18178  -0.00453  -0.00165    0.0038    1.0054
    1.6690     0.0090   -2.22449  -0.00424  -0.00163    0.0038    1.0049
    1.7580     0.0084   -2.26533  -0.00395  -0.00157    0.0036    1.0060
    1.8510     0.0077   -2.30934  -0.00366  -0.00151    0.0035    1.0038
    1.9500     0.0071   -2.35875  -0.00339  -0.00148    0.0034    1.0043
    2.0540     0.0066   -2.41105  -0.00311  -0.00142    0.0033    1.0034
    2.1500     0.0062   -2.45259  -0.00291  -0.00137    0.0031    1.0036
    2.2520     0.0058   -2.49413  -0.00272  -0.00132    0.0030    1.0033
    2.3580     0.0054   -2.54076  -0.00252  -0.00127    0.0029    1.0043
    2.4690     0.0051   -2.58428  -0.00238  -0.00124    0.0029    1.0034
    2.5850     0.0047   -2.62817  -0.00223  -0.00121    0.0028    1.0029
    2.7070     0.0044   -2.68706  -0.00204  -0.00114    0.0026    1.0030
    2.8350     0.0040   -2.73889  -0.00190  -0.00111    0.0025    1.0034
    2.9680     0.0037   -2.80323  -0.00174  -0.00105    0.0024    1.0020
    3.0900     0.0034   -2.85725  -0.00162  -0.00102    0.0023    1.0018
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.4425   -1.23744  -0.19478  -0.15710    0.3617    1.0736
    0.0531     0.4680   -1.16310  -0.20671  -0.16116    0.3711    1.0772
    0.0556     0.4961   -1.10497  -0.21725  -0.16436    0.3785    1.0731
    0.0579     0.5309   -1.12837  -0.23306  -0.18103    0.4168    1.1003
    0.0589     0.5656   -1.09597  -0.24617  -0.18876    0.4346    1.0902
    0.0599     0.6160   -1.13253  -0.26756  -0.21200    0.4881    1.1050
    0.0609     0.6723   -1.14921  -0.29145  -0.23502    0.5412    1.1158
    0.0624     0.7511   -1.13824  -0.32639  -0.26410    0.6081    1.1222
    0.0638     0.8180   -1.18426  -0.35036  -0.29095    0.6699    1.1209
    0.0657     0.8866   -1.19302  -0.37412  -0.31276    0.7202    1.1098
    0.0680     0.9444   -1.24071  -0.39569  -0.33769    0.7776    1.1147
    0.0708     0.9883   -1.25904  -0.40726  -0.35010    0.8061    1.1186
    0.0729     0.9873   -1.26845  -0.41072  -0.35428    0.8158    1.1130
    0.0733     1.0218   -1.25406  -0.42516  -0.36511    0.8407    1.1219
    0.0737     1.0125   -1.24369  -0.41806  -0.35759    0.8234    1.1237
    0.0763     0.9388   -1.23362  -0.38860  -0.33060    0.7612    1.1188
    0.0785     0.8756   -1.20135  -0.36918  -0.30955    0.7128    1.1088
    0.0813     0.8148   -1.18244  -0.34892  -0.28946    0.6665    1.1092
    0.0846     0.7613   -1.16589  -0.32638  -0.26769    0.6164    1.1124
    0.0902     0.7165   -1.16810  -0.30523  -0.24942    0.5743    1.1144
    0.0983     0.6589   -1.11867  -0.28413  -0.22481    0.5176    1.1225
    0.1047     0.6013   -1.09151  -0.26272  -0.20265    0.4666    1.1149
    0.1103     0.5554   -1.09845  -0.24298  -0.18627    0.4289    1.1248
    0.1168     0.5142   -1.10804  -0.22648  -0.17288    0.3981    1.1169
    0.1245     0.4759   -1.06632  -0.21118  -0.15443    0.3556    1.1123
    0.1326     0.4437   -1.05045  -0.19638  -0.13950    0.3212    1.1117
    0.1445     0.4102   -1.01597  -0.18505  -0.12526    0.2884    1.1168
    0.1594     0.3628   -0.96406  -0.16152  -0.09797    0.2256    1.1212
    0.1728     0.3331   -0.90988  -0.14847  -0.07909    0.1821    1.1425
    0.1928     0.3162   -0.87896  -0.14291  -0.06970    0.1605    1.1588
    0.2018     0.3208   -0.85700  -0.14550  -0.06838    0.1575    1.1621
    0.2101     0.3272   -0.84989  -0.14748  -0.06887    0.1586    1.1704
    0.2188     0.3226   -0.85917  -0.14573  -0.06893    0.1587    1.1527
    0.2304     0.2953   -0.88316  -0.13228  -0.06133    0.1412    1.1452
    0.2385     0.2744   -0.85203  -0.12441  -0.04988    0.1148    1.1625
    0.2469     0.2561   -0.88332  -0.11576  -0.04729    0.1089    1.1377
    0.2585     0.2385   -0.89317  -0.10969  -0.04350    0.1002    1.1490
    0.2754     0.2204   -0.90351  -0.10117  -0.03760    0.0866    1.1391
    0.3003     0.2029   -0.92612  -0.09294  -0.03344    0.0770    1.1305
    0.3273     0.1865   -0.92529  -0.08610  -0.02736    0.0630    1.1276
    0.3548     0.1721   -0.93727  -0.08060  -0.02403    0.0553    1.1229
    0.3846     0.1583   -0.96989  -0.07232  -0.02055    0.0473    1.1145
    0.4145     0.1457   -0.99430  -0.06775  -0.01915    0.0441    1.0929
    0.4441     0.1343   -1.00557  -0.06256  -0.01566    0.0361    1.0876
