n_taus = 30
n_waves = 81
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.2915   -1.37574  -0.08505  -0.06336    0.1459    1.0646
    0.0531     0.3014   -1.36616  -0.08893  -0.06658    0.1533    1.0558
    0.0556     0.3117   -1.31589  -0.09159  -0.06642    0.1529    1.0689
    0.0579     0.3286   -1.29689  -0.09593  -0.06942    0.1598    1.0696
    0.0589     0.3441   -1.26495  -0.09795  -0.06935    0.1597    1.0667
    0.0599     0.3737   -1.26210  -0.10586  -0.07657    0.1763    1.0870
    0.0609     0.4086   -1.27085  -0.11421  -0.08494    0.1956    1.0805
    0.0624     0.4587   -1.25739  -0.12849  -0.09736    0.2242    1.0891
    0.0638     0.4992   -1.26529  -0.13723  -0.10604    0.2442    1.0903
    0.0657     0.5376   -1.27041  -0.15070  -0.11892    0.2738    1.0911
    0.0680     0.5638   -1.25061  -0.15404  -0.12059    0.2777    1.0907
    0.0708     0.5763   -1.28321  -0.15435  -0.12322    0.2837    1.0906
    0.0729     0.5759   -1.29195  -0.15446  -0.12391    0.2853    1.0940
    0.0733     0.6084   -1.26703  -0.16583  -0.13272    0.3056    1.0893
    0.0737     0.6037   -1.30618  -0.16252  -0.13239    0.3048    1.0961
    0.0763     0.5719   -1.28619  -0.15509  -0.12411    0.2858    1.0917
    0.0785     0.5461   -1.29245  -0.14831  -0.11822    0.2722    1.0855
    0.0813     0.5216   -1.27272  -0.14454  -0.11336    0.2610    1.0837
    0.0846     0.4982   -1.28579  -0.13912  -0.10919    0.2514    1.0850
    0.0902     0.4818   -1.29626  -0.13298  -0.10414    0.2398    1.0823
    0.0983     0.4517   -1.28085  -0.12499  -0.09567    0.2203    1.0887
    0.1047     0.4151   -1.25668  -0.11779  -0.08734    0.2011    1.0806
    0.1103     0.3853   -1.24882  -0.11092  -0.08040    0.1851    1.0810
    0.1168     0.3592   -1.26444  -0.10596  -0.07680    0.1768    1.0779
    0.1245     0.3345   -1.27951  -0.09627  -0.06869    0.1582    1.0870
    0.1326     0.3128   -1.25471  -0.09285  -0.06392    0.1472    1.0758
    0.1445     0.2861   -1.24610  -0.08699  -0.05788    0.1333    1.0858
    0.1594     0.2416   -1.17859  -0.07142  -0.03875    0.0892    1.0905
    0.1728     0.2096   -1.16117  -0.06291  -0.02958    0.0681    1.1019
    0.1928     0.1786   -1.10572  -0.05483  -0.01783    0.0411    1.1245
    0.2018     0.1693   -1.10546  -0.05256  -0.01572    0.0362    1.0914
    0.2101     0.1624   -1.12676  -0.04988  -0.01494    0.0344    1.1160
    0.2188     0.1549   -1.12293  -0.04764  -0.01258    0.0290    1.0939
    0.2304     0.1445   -1.14639  -0.04414  -0.01111    0.0256    1.0965
    0.2385     0.1377   -1.16516  -0.04292  -0.01132    0.0261    1.0894
    0.2469     0.1310   -1.19666  -0.03915  -0.00994    0.0229    1.0854
