n_taus = 30
n_waves = 81
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.2212   -1.51479  -0.06866  -0.05339    0.1229    1.0374
    0.0531     0.2340   -1.48679  -0.07303  -0.05660    0.1303    1.0267
    0.0556     0.2480   -1.42986  -0.07838  -0.05946    0.1369    1.0413
    0.0579     0.2654   -1.40349  -0.08300  -0.06272    0.1444    1.0342
    0.0589     0.2828   -1.39417  -0.08817  -0.06721    0.1548    1.0455
    0.0599     0.3080   -1.37170  -0.09588  -0.07346    0.1691    1.0368
    0.0609     0.3361   -1.36859  -0.10258  -0.07966    0.1834    1.0455
    0.0624     0.3755   -1.35882  -0.11413  -0.09009    0.2074    1.0490
    0.0638     0.4090   -1.35292  -0.12423  -0.09931    0.2287    1.0594
    0.0657     0.4433   -1.35578  -0.13742  -0.11192    0.2577    1.0506
    0.0680     0.4722   -1.37882  -0.14233  -0.11784    0.2713    1.0518
    0.0708     0.4941   -1.38196  -0.15056  -0.12579    0.2896    1.0470
    0.0729     0.4937   -1.38617  -0.14833  -0.12391    0.2853    1.0464
    0.0733     0.5109   -1.37846  -0.15604  -0.13077    0.3011    1.0518
    0.0737     0.5062   -1.39362  -0.15089  -0.12674    0.2918    1.0543
    0.0763     0.4694   -1.40390  -0.14093  -0.11785    0.2714    1.0492
    0.0785     0.4378   -1.39179  -0.13301  -0.10972    0.2526    1.0491
    0.0813     0.4074   -1.37188  -0.12498  -0.10106    0.2327    1.0387
    0.0846     0.3807   -1.37554  -0.11736  -0.09403    0.2165    1.0476
    0.0902     0.3582   -1.38854  -0.10924  -0.08699    0.2003    1.0403
    0.0983     0.3294   -1.34809  -0.10279  -0.07878    0.1814    1.0467
    0.1047     0.3006   -1.33202  -0.09385  -0.06945    0.1599    1.0458
    0.1103     0.2777   -1.36153  -0.08633  -0.06387    0.1471    1.0466
    0.1168     0.2571   -1.34140  -0.08014  -0.05698    0.1312    1.0450
    0.1245     0.2380   -1.36174  -0.07569  -0.05377    0.1238    1.0440
    0.1326     0.2218   -1.35822  -0.07019  -0.04837    0.1114    1.0490
    0.1445     0.2051   -1.36082  -0.06455  -0.04313    0.0993    1.0430
    0.1594     0.1814   -1.30190  -0.05687  -0.03284    0.0756    1.0475
    0.1728     0.1666   -1.26496  -0.05303  -0.02716    0.0625    1.0592
    0.1928     0.1581   -1.23059  -0.05017  -0.02241    0.0516    1.0702
    0.2018     0.1604   -1.20371  -0.05085  -0.02134    0.0491    1.0613
    0.2101     0.1636   -1.22027  -0.05240  -0.02385    0.0549    1.0582
    0.2188     0.1613   -1.22706  -0.05134  -0.02329    0.0536    1.0579
    0.2304     0.1476   -1.22116  -0.04691  -0.01876    0.0432    1.0532
    0.2385     0.1372   -1.25592  -0.04371  -0.01785    0.0411    1.0509
    0.2469     0.1281   -1.27545  -0.04052  -0.01594    0.0367    1.0542
    0.2585     0.1192   -1.27865  -0.03796  -0.01370    0.0315    1.0443
    0.2754     0.1102   -1.30014  -0.03495  -0.01199    0.0276    1.0424
    0.3003     0.1014   -1.30282  -0.03265  -0.00994    0.0229    1.0434
    0.3273     0.0932   -1.32655  -0.03023  -0.00881    0.0203    1.0538
    0.3548     0.0861   -1.36072  -0.02776  -0.00804    0.0185    1.0332
    0.3846     0.0792   -1.39674  -0.02532  -0.00723    0.0167    1.0388
    0.4145     0.0729   -1.40013  -0.02345  -0.00558    0.0128    1.0257
    0.4441     0.0671   -1.42834  -0.02179  -0.00508    0.0117    1.0243
    0.4759     0.0614   -1.46256  -0.02021  -0.00480    0.0111    1.0365
    0.5070     0.0563   -1.51572  -0.01819  -0.00459    0.0106    1.0243
    0.5401     0.0514   -1.54194  -0.01668  -0.00392    0.0090    1.0239
    0.5721     0.0471   -1.57968  -0.01500  -0.00332    0.0077    1.0252
    0.6060     0.0430   -1.61276  -0.01397  -0.00316    0.0073    1.0190
    0.6419     0.0391   -1.66463  -0.01268  -0.00310    0.0071    1.0141
    0.6800     0.0354   -1.70505  -0.01142  -0.00271    0.0062    1.0148
    0.7203     0.0321   -1.76269  -0.01037  -0.00275    0.0063    1.0153
    0.7630     0.0290   -1.77876  -0.00947  -0.00215    0.0049    1.0124
    0.8082     0.0262   -1.84668  -0.00848  -0.00222    0.0051    1.0113
    0.8511     0.0240   -1.88836  -0.00785  -0.00217    0.0050    1.0148
    0.8964     0.0220   -1.94087  -0.00709  -0.00206    0.0047    1.0062
    0.9441     0.0202   -1.96081  -0.00654  -0.00174    0.0040    1.0091
    0.9943     0.0186   -2.01680  -0.00607  -0.00185    0.0043    1.0092
    1.0470     0.0171   -2.04503  -0.00553  -0.00158    0.0036    1.0082
    1.1030     0.0158   -2.09072  -0.00515  -0.00160    0.0037    1.0085
    1.1610     0.0146   -2.13006  -0.00470  -0.00146    0.0034    1.0064
    1.2230     0.0135   -2.16191  -0.00440  -0.00139    0.0032    1.0061
    1.2880     0.0125   -2.18745  -0.00410  -0.00126    0.0029    1.0051
    1.3570     0.0115   -2.25276  -0.00375  -0.00131    0.0030    1.0066
    1.4290     0.0107   -2.28135  -0.00347  -0.00118    0.0027    1.0053
    1.5050     0.0101   -2.30782  -0.00335  -0.00120    0.0028    1.0058
    1.5850     0.0096   -2.34733  -0.00308  -0.00111    0.0026    1.0042
    1.6690     0.0090   -2.37783  -0.00291  -0.00108    0.0025    1.0038
    1.7580     0.0084   -2.41464  -0.00274  -0.00106    0.0024    1.0027
    1.8510     0.0077   -2.46431  -0.00250  -0.00100    0.0023    1.0019
    1.9500     0.0071   -2.51125  -0.00233  -0.00099    0.0023    1.0030
    2.0540     0.0066   -2.56418  -0.00215  -0.00096    0.0022    1.0020
    2.1500     0.0062   -2.60958  -0.00201  -0.00094    0.0022    1.0019
    2.2520     0.0058   -2.64961  -0.00189  -0.00091    0.0021    1.0026
    2.3580     0.0054   -2.69040  -0.00178  -0.00090    0.0021    1.0015
    2.4690     0.0051   -2.73690  -0.00166  -0.00086    0.0020    1.0010
    2.5850     0.0047   -2.77995  -0.00156  -0.00084    0.0019    1.0018
    2.7070     0.0044   -2.83144  -0.00146  -0.00082    0.0019    1.0022
    2.8350     0.0040   -2.90215  -0.00131  -0.00076    0.0018    1.0010
    2.9680     0.0037   -2.95903  -0.00121  -0.00074    0.0017    1.0010
    3.0900     0.0034   -3.01411  -0.00113  -0.00071    0.0016    1.0008
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.4425   -1.27289  -0.13362  -0.10320    0.2376    1.0607
    0.0531     0.4680   -1.26053  -0.14345  -0.11148    0.2567    1.0654
    0.0556     0.4961   -1.28201  -0.14655  -0.11587    0.2668    1.0766
    0.0579     0.5309   -1.18483  -0.16066  -0.12141    0.2795    1.0819
    0.0589     0.5656   -1.20870  -0.16728  -0.12950    0.2982    1.0801
    0.0599     0.6160   -1.19727  -0.17995  -0.14010    0.3226    1.0777
    0.0609     0.6723   -1.20447  -0.19827  -0.15744    0.3625    1.0791
    0.0624     0.7511   -1.21439  -0.21659  -0.17500    0.4030    1.0906
    0.0638     0.8180   -1.22670  -0.22909  -0.18748    0.4317    1.0842
    0.0657     0.8866   -1.23586  -0.25172  -0.20886    0.4809    1.0965
    0.0680     0.9444   -1.26968  -0.26898  -0.22765    0.5242    1.0899
    0.0708     0.9883   -1.30369  -0.27759  -0.23850    0.5492    1.0849
    0.0729     0.9873   -1.27587  -0.28134  -0.23945    0.5513    1.0920
    0.0733     1.0218   -1.27654  -0.28544  -0.24323    0.5601    1.0929
    0.0737     1.0125   -1.28151  -0.27860  -0.23747    0.5468    1.0961
    0.0763     0.9388   -1.26195  -0.26321  -0.22171    0.5105    1.0929
    0.0785     0.8756   -1.23856  -0.24714  -0.20496    0.4719    1.0812
    0.0813     0.8148   -1.23886  -0.23582  -0.19470    0.4483    1.0863
