n_taus = 30
n_waves = 81
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.1553   -1.61179  -0.04879  -0.03707    0.0854    1.0180
    0.0531     0.1681   -1.56919  -0.05298  -0.03995    0.0920    1.0189
    0.0556     0.1825   -1.53489  -0.05702  -0.04280    0.0986    1.0313
    0.0579     0.1972   -1.51940  -0.06075  -0.04591    0.1057    1.0234
    0.0589     0.2131   -1.52312  -0.06524  -0.05037    0.1160    1.0366
    0.0599     0.2300   -1.47845  -0.07085  -0.05418    0.1248    1.0351
    0.0609     0.2476   -1.53341  -0.07565  -0.06077    0.1399    1.0342
    0.0624     0.2715   -1.48610  -0.08341  -0.06656    0.1533    1.0393
    0.0638     0.2934   -1.48738  -0.09162  -0.07450    0.1715    1.0445
    0.0657     0.3187   -1.49181  -0.09741  -0.08024    0.1848    1.0429
    0.0680     0.3455   -1.49001  -0.10457  -0.08705    0.2004    1.0342
    0.0708     0.3719   -1.49212  -0.11052  -0.09285    0.2138    1.0311
    0.0729     0.3739   -1.49630  -0.11376  -0.09613    0.2213    1.0430
    0.0733     0.3783   -1.50128  -0.11480  -0.09732    0.2241    1.0420
    0.0737     0.3751   -1.47382  -0.11079  -0.09236    0.2127    1.0387
    0.0763     0.3457   -1.49074  -0.10388  -0.08641    0.1990    1.0365
    0.0785     0.3189   -1.48545  -0.09773  -0.08030    0.1849    1.0366
    0.0813     0.2927   -1.47553  -0.08852  -0.07106    0.1636    1.0398
    0.0846     0.2700   -1.49329  -0.08354  -0.06696    0.1542    1.0305
    0.0902     0.2491   -1.49285  -0.07603  -0.05971    0.1375    1.0343
    0.0983     0.2290   -1.47058  -0.07060  -0.05364    0.1235    1.0354
    0.1047     0.2105   -1.42762  -0.06450  -0.04607    0.1061    1.0344
    0.1103     0.1943   -1.48615  -0.06128  -0.04525    0.1042    1.0383
    0.1168     0.1792   -1.47746  -0.05585  -0.03971    0.0914    1.0392
    0.1245     0.1651   -1.47788  -0.05133  -0.03536    0.0814    1.0266
    0.1326     0.1526   -1.50056  -0.04751  -0.03247    0.0748    1.0369
    0.1445     0.1406   -1.49378  -0.04435  -0.02919    0.0672    1.0308
