n_taus = 30
n_waves = 81
tau_V = 0.050
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.1553   -1.41668  -0.07029  -0.05116    0.1178    1.0392
    0.0531     0.1681   -1.44463  -0.07588  -0.05769    0.1328    1.0423
    0.0556     0.1825   -1.42284  -0.08135  -0.06200    0.1428    1.0384
    0.0579     0.1972   -1.40610  -0.08875  -0.06833    0.1573    1.0484
    0.0589     0.2131   -1.38735  -0.09534  -0.07371    0.1697    1.0461
    0.0599     0.2300   -1.40050  -0.10217  -0.08085    0.1862    1.0441
    0.0609     0.2476   -1.39557  -0.11064  -0.08867    0.2042    1.0460
    0.0624     0.2715   -1.39181  -0.11978  -0.09716    0.2237    1.0529
    0.0638     0.2934   -1.38736  -0.12985  -0.10649    0.2452    1.0471
    0.0657     0.3187   -1.40155  -0.13855  -0.11548    0.2659    1.0465
    0.0680     0.3455   -1.41832  -0.14736  -0.12469    0.2871    1.0539
    0.0708     0.3719   -1.40434  -0.16076  -0.13665    0.3147    1.0460
    0.0729     0.3739   -1.42832  -0.15837  -0.13565    0.3123    1.0419
    0.0733     0.3783   -1.43070  -0.16174  -0.13896    0.3200    1.0539
    0.0737     0.3751   -1.43288  -0.16131  -0.13867    0.3193    1.0596
    0.0763     0.3457   -1.38959  -0.14943  -0.12514    0.2882    1.0548
    0.0785     0.3189   -1.41868  -0.13822  -0.11603    0.2672    1.0537
    0.0813     0.2927   -1.38815  -0.12880  -0.10553    0.2430    1.0413
    0.0846     0.2700   -1.41793  -0.11728  -0.09607    0.2212    1.0606
    0.0902     0.2491   -1.38619  -0.11035  -0.08792    0.2025    1.0468
    0.0983     0.2290   -1.35123  -0.10394  -0.08004    0.1843    1.0584
    0.1047     0.2105   -1.34745  -0.09488  -0.07125    0.1641    1.0566
    0.1103     0.1943   -1.34683  -0.08652  -0.06331    0.1458    1.0551
    0.1168     0.1792   -1.35500  -0.08122  -0.05869    0.1351    1.0561
    0.1245     0.1651   -1.35976  -0.07446  -0.05251    0.1209    1.0525
    0.1326     0.1526   -1.35569  -0.07110  -0.04911    0.1131    1.0489
    0.1445     0.1406   -1.37587  -0.06428  -0.04359    0.1004    1.0459
    0.1594     0.1298   -1.36400  -0.05871  -0.03772    0.0869    1.0414
    0.1728     0.1273   -1.32557  -0.05781  -0.03498    0.0805    1.0545
    0.1928     0.1373   -1.26658  -0.06298  -0.03662    0.0843    1.0610
    0.2018     0.1488   -1.25983  -0.06745  -0.04042    0.0931    1.0549
    0.2101     0.1601   -1.25403  -0.07178  -0.04413    0.1016    1.0648
    0.2188     0.1632   -1.25690  -0.07374  -0.04615    0.1063    1.0679
    0.2304     0.1492   -1.25398  -0.06872  -0.04125    0.0950    1.0683
    0.2385     0.1370   -1.25059  -0.06220  -0.03493    0.0804    1.0664
    0.2469     0.1262   -1.25670  -0.05717  -0.03057    0.0704    1.0588
    0.2585     0.1161   -1.26006  -0.05288  -0.02673    0.0616    1.0572
    0.2754     0.1067   -1.26274  -0.04955  -0.02375    0.0547    1.0686
    0.3003     0.0987   -1.28664  -0.04535  -0.02112    0.0486    1.0585
    0.3273     0.0909   -1.29197  -0.04209  -0.01833    0.0422    1.0633
    0.3548     0.0840   -1.29304  -0.03883  -0.01530    0.0352    1.0516
    0.3846     0.0774   -1.35596  -0.03606  -0.01575    0.0363    1.0624
    0.4145     0.0713   -1.39573  -0.03290  -0.01446    0.0333    1.0332
    0.4441     0.0659   -1.40883  -0.03061  -0.01280    0.0295    1.0420
    0.4759     0.0605   -1.41079  -0.02823  -0.01059    0.0244    1.0434
    0.5070     0.0558   -1.44956  -0.02569  -0.00962    0.0222    1.0380
    0.5401     0.0513   -1.49037  -0.02410  -0.00951    0.0219    1.0330
    0.5721     0.0474   -1.50512  -0.02200  -0.00796    0.0183    1.0296
    0.6060     0.0437   -1.55190  -0.02029  -0.00770    0.0177    1.0366
    0.6419     0.0403   -1.57084  -0.01881  -0.00679    0.0156    1.0269
    0.6800     0.0370   -1.58979  -0.01749  -0.00601    0.0138    1.0314
    0.7203     0.0340   -1.64495  -0.01610  -0.00601    0.0139    1.0206
    0.7630     0.0313   -1.69559  -0.01439  -0.00544    0.0125    1.0211
    0.8082     0.0287   -1.73889  -0.01322  -0.00512    0.0118    1.0207
    0.8511     0.0265   -1.77770  -0.01234  -0.00495    0.0114    1.0167
    0.8964     0.0245   -1.81137  -0.01140  -0.00457    0.0105    1.0147
    0.9441     0.0226   -1.85249  -0.01042  -0.00421    0.0097    1.0139
    0.9943     0.0208   -1.88195  -0.00980  -0.00401    0.0092    1.0130
    1.0470     0.0192   -1.92508  -0.00905  -0.00381    0.0088    1.0142
    1.1030     0.0177   -1.96576  -0.00829  -0.00353    0.0081    1.0118
    1.1610     0.0163   -2.00808  -0.00761  -0.00329    0.0076    1.0118
    1.2230     0.0151   -2.04792  -0.00704  -0.00311    0.0072    1.0087
    1.2880     0.0139   -2.09118  -0.00652  -0.00296    0.0068    1.0092
    1.3570     0.0128   -2.13110  -0.00594  -0.00269    0.0062    1.0073
    1.4290     0.0118   -2.17611  -0.00558  -0.00266    0.0061    1.0074
    1.5050     0.0109   -2.21493  -0.00519  -0.00251    0.0058    1.0069
    1.5850     0.0101   -2.25861  -0.00471  -0.00230    0.0053    1.0069
    1.6690     0.0093   -2.30517  -0.00439  -0.00223    0.0051    1.0054
    1.7580     0.0085   -2.35547  -0.00399  -0.00206    0.0047    1.0059
    1.8510     0.0078   -2.39847  -0.00372  -0.00197    0.0045    1.0039
    1.9500     0.0072   -2.45411  -0.00336  -0.00182    0.0042    1.0025
    2.0540     0.0066   -2.49709  -0.00311  -0.00172    0.0040    1.0035
    2.1500     0.0061   -2.54157  -0.00290  -0.00165    0.0038    1.0028
    2.2520     0.0056   -2.60310  -0.00261  -0.00152    0.0035    1.0033
    2.3580     0.0052   -2.65704  -0.00237  -0.00141    0.0032    1.0023
    2.4690     0.0048   -2.69849  -0.00223  -0.00135    0.0031    1.0015
    2.5850     0.0044   -2.74831  -0.00205  -0.00128    0.0029    1.0023
    2.7070     0.0040   -2.80558  -0.00188  -0.00120    0.0028    1.0016
    2.8350     0.0037   -2.85875  -0.00174  -0.00113    0.0026    1.0019
    2.9680     0.0034   -2.92087  -0.00158  -0.00105    0.0024    1.0012
    3.0900     0.0031   -2.96883  -0.00147  -0.00101    0.0023    1.0014
 
tau_V = 0.100
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
 [um],          ,           in log units       ,
    0.0501     0.3107   -1.25022  -0.13387  -0.10186    0.2345    1.0709
    0.0531     0.3362   -1.23620  -0.14503  -0.11118    0.2560    1.0718
    0.0556     0.3650   -1.20519  -0.15600  -0.11886    0.2737    1.0820
    0.0579     0.3945   -1.21053  -0.16926  -0.13146    0.3027    1.0957
    0.0589     0.4261   -1.20317  -0.17939  -0.14011    0.3226    1.0778
    0.0599     0.4600   -1.21779  -0.19476  -0.15541    0.3578    1.0960
    0.0609     0.4952   -1.23822  -0.20930  -0.17046    0.3925    1.0854
    0.0624     0.5430   -1.24014  -0.22527  -0.18521    0.4265    1.0963
    0.0638     0.5869   -1.26921  -0.24122  -0.20229    0.4658    1.0929
    0.0657     0.6375   -1.27770  -0.26018  -0.22035    0.5074    1.0863
    0.0680     0.6910   -1.29267  -0.27659  -0.23663    0.5449    1.0912
    0.0708     0.7439   -1.33428  -0.29630  -0.25823    0.5946    1.0941
    0.0729     0.7478   -1.35540  -0.29188  -0.25589    0.5892    1.0888
    0.0733     0.7567   -1.31038  -0.30465  -0.26378    0.6074    1.0982
    0.0737     0.7502   -1.33257  -0.29749  -0.25917    0.5968    1.0975
    0.0763     0.6914   -1.30362  -0.27834  -0.23918    0.5507    1.0997
    0.0785     0.6378   -1.27588  -0.26364  -0.22334    0.5143    1.0909
    0.0813     0.5853   -1.25563  -0.23864  -0.19876    0.4577    1.0908
    0.0846     0.5401   -1.24405  -0.22233  -0.18287    0.4211    1.1009
    0.0902     0.4982   -1.22690  -0.21098  -0.17101    0.3938    1.1007
    0.0983     0.4580   -1.17655  -0.19360  -0.15063    0.3468    1.0905
    0.1047     0.4210   -1.14544  -0.18142  -0.13663    0.3146    1.1038
    0.1103     0.3886   -1.16001  -0.16749  -0.12542    0.2888    1.0905
    0.1168     0.3585   -1.16246  -0.15534  -0.11459    0.2638    1.0922
    0.1245     0.3301   -1.16290  -0.14410  -0.10438    0.2404    1.0895
    0.1326     0.3051   -1.15999  -0.13306  -0.09405    0.2166    1.0769
    0.1445     0.2811   -1.15158  -0.12440  -0.08541    0.1967    1.0780
    0.1594     0.2595   -1.13179  -0.11548  -0.07554    0.1739    1.0949
    0.1728     0.2546   -1.08670  -0.11310  -0.06924    0.1594    1.0962
    0.1928     0.2747   -1.05332  -0.11854  -0.07080    0.1630    1.1338
    0.2018     0.2977   -1.03555  -0.12945  -0.07863    0.1811    1.1216
    0.2101     0.3201   -1.04398  -0.14211  -0.09082    0.2091    1.1233
    0.2188     0.3264   -1.02545  -0.14215  -0.08875    0.2044    1.1350
    0.2304     0.2985   -1.03417  -0.13107  -0.07992    0.1840    1.1238
    0.2385     0.2741   -1.02051  -0.12170  -0.07007    0.1613    1.1246
    0.2469     0.2524   -1.00695  -0.11243  -0.06032    0.1389    1.1207
    0.2585     0.2322   -1.00426  -0.10487  -0.05331    0.1227    1.1121
    0.2754     0.2135   -1.02134  -0.09637  -0.04760    0.1096    1.1163
    0.3003     0.1973   -1.03222  -0.08867  -0.04183    0.0963    1.1126
    0.3273     0.1818   -1.04533  -0.08175  -0.03692    0.0850    1.1149
    0.3548     0.1681   -1.06021  -0.07673  -0.03381    0.0779    1.1028
    0.3846     0.1547   -1.08720  -0.07114  -0.03118    0.0718    1.0977
    0.4145     0.1426   -1.11049  -0.06532  -0.02784    0.0641    1.1060
    0.4441     0.1317   -1.12824  -0.06030  -0.02466    0.0568    1.0773
    0.4759     0.1210   -1.14924  -0.05558  -0.02192    0.0505    1.0739
    0.5070     0.1115   -1.16941  -0.05115  -0.01927    0.0444    1.0796
    0.5401     0.1025   -1.20370  -0.04781  -0.01849    0.0426    1.0671
    0.5721     0.0947   -1.24046  -0.04315  -0.01641    0.0378    1.0629
    0.6060     0.0874   -1.26088  -0.04021  -0.01484    0.0342    1.0632
    0.6419     0.0805   -1.30369  -0.03687  -0.01399    0.0322    1.0494
    0.6800     0.0741   -1.34018  -0.03431  -0.01335    0.0307    1.0495
    0.7203     0.0681   -1.37419  -0.03150  -0.01221    0.0281    1.0411
    0.7630     0.0625   -1.42241  -0.02870  -0.01150    0.0265    1.0358
    0.8082     0.0574   -1.45952  -0.02651  -0.01077    0.0248    1.0421
    0.8511     0.0530   -1.47863  -0.02482  -0.00981    0.0226    1.0309
    0.8964     0.0489   -1.50953  -0.02305  -0.00911    0.0210    1.0336
    0.9441     0.0452   -1.56633  -0.02108  -0.00888    0.0204    1.0342
    0.9943     0.0416   -1.59285  -0.01948  -0.00803    0.0185    1.0321
    1.0470     0.0384   -1.63036  -0.01828  -0.00780    0.0180    1.0268
    1.1030     0.0354   -1.67260  -0.01653  -0.00705    0.0162    1.0294
    1.1610     0.0326   -1.71288  -0.01526  -0.00663    0.0153    1.0214
    1.2230     0.0301   -1.74124  -0.01433  -0.00626    0.0144    1.0236
