tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     1.3095   -1.26370  -0.15300  -0.12058    0.2776    0.4512
 1143     0.9795   -1.14348  -0.12801  -0.08800    0.2026    0.4855
 1286     0.7955   -1.08231  -0.11118  -0.06708    0.1545    0.5050
 1429     0.6950   -1.05794  -0.10073  -0.05526    0.1272    0.5147
 1571     0.6460   -1.05660  -0.09537  -0.05030    0.1158    0.5159
 1714     0.6273   -1.06859  -0.09327  -0.04958    0.1142    0.5125
 1857     0.6403   -1.09789  -0.09467  -0.05357    0.1234    0.5012
 2000     0.7107   -1.15819  -0.10235  -0.06575    0.1514    0.4749
 2143     0.7975   -1.21817  -0.11146  -0.07875    0.1813    0.4529
 2286     0.7275   -1.20843  -0.10406  -0.07118    0.1639    0.4551
 2429     0.6180   -1.17769  -0.09222  -0.05794    0.1334    0.4694
 2571     0.5485   -1.16706  -0.08397  -0.04950    0.1140    0.4774
 2714     0.5055   -1.16913  -0.07871  -0.04480    0.1032    0.4800
 2857     0.4762   -1.17106  -0.07497  -0.04148    0.0955    0.4798
 3000     0.4545   -1.17605  -0.07217  -0.03926    0.0904    0.4814
 3777     0.3817   -1.23314  -0.06228  -0.03392    0.0781    0.4684
 4755     0.2998   -1.30249  -0.05052  -0.02686    0.0619    0.4621
 5986     0.2272   -1.40501  -0.03938  -0.02106    0.0485    0.4500
 7536     0.1667   -1.52424  -0.02961  -0.01593    0.0367    0.4369
 9487     0.1100   -1.66487  -0.01995  -0.01022    0.0235    0.4364
11944     0.0760   -1.83679  -0.01394  -0.00746    0.0172    0.4238
15036     0.0525   -2.00338  -0.00970  -0.00532    0.0122    0.4187
18929     0.0362   -2.16586  -0.00673  -0.00373    0.0086    0.4119
23831     0.0250   -2.34642  -0.00465  -0.00268    0.0062    0.4055
30001     0.0172   -2.52958  -0.00320  -0.00191    0.0044    0.3962
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.6190   -1.35410  -0.21004  -0.17994    0.4143    0.5022
 1143     1.9590   -1.15720  -0.18827  -0.14396    0.3315    0.5555
 1286     1.5910   -1.04117  -0.16993  -0.11512    0.2651    0.5839
 1429     1.3900   -0.98356  -0.15832  -0.09780    0.2252    0.5973
 1571     1.2920   -0.96776  -0.15191  -0.09015    0.2076    0.5972
 1714     1.2545   -0.97603  -0.14934  -0.08901    0.2049    0.5905
 1857     1.2805   -1.01333  -0.15114  -0.09525    0.2193    0.5740
 2000     1.4215   -1.10206  -0.16040  -0.11337    0.2610    0.5373
 2143     1.5950   -1.19439  -0.17023  -0.13098    0.3016    0.5050
 2286     1.4550   -1.16377  -0.16235  -0.12108    0.2788    0.5094
 2429     1.2360   -1.09675  -0.14798  -0.10167    0.2341    0.5262
 2571     1.0970   -1.06134  -0.13780  -0.08888    0.2046    0.5357
 2714     1.0110   -1.04850  -0.13090  -0.08134    0.1873    0.5366
 2857     0.9525   -1.04058  -0.12569  -0.07584    0.1746    0.5353
 3000     0.9090   -1.03804  -0.12199  -0.07226    0.1664    0.5363
 3777     0.7635   -1.07350  -0.10776  -0.06314    0.1454    0.5147
 4755     0.5995   -1.11521  -0.09000  -0.05084    0.1171    0.4991
 5986     0.4545   -1.19282  -0.07214  -0.04044    0.0931    0.4783
 7536     0.3335   -1.29061  -0.05546  -0.03089    0.0711    0.4578
 9487     0.2200   -1.40785  -0.03825  -0.02009    0.0463    0.4514
11944     0.1520   -1.56640  -0.02714  -0.01477    0.0340    0.4347
15036     0.1050   -1.72369  -0.01907  -0.01058    0.0244    0.4259
18929     0.0725   -1.87998  -0.01332  -0.00745    0.0172    0.4163
23831     0.0500   -2.05663  -0.00925  -0.00537    0.0124    0.4080
