tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     1.3095   -1.00010  -0.32631  -0.24283    0.5591    1.3472
 1143     0.9795   -0.89088  -0.25951  -0.16831    0.3875    1.3018
 1286     0.7955   -0.83471  -0.21846  -0.12435    0.2863    1.2679
 1429     0.6950   -0.81313  -0.19477  -0.10107    0.2327    1.2517
 1571     0.6460   -0.81290  -0.18300  -0.09151    0.2107    1.2389
 1714     0.6273   -0.82543  -0.17838  -0.09010    0.2075    1.2265
 1857     0.6403   -0.85372  -0.18197  -0.09813    0.2260    1.2313
 2000     0.7107   -0.91273  -0.19858  -0.12189    0.2807    1.2346
 2143     0.7975   -0.97039  -0.21920  -0.14830    0.3415    1.2461
 2286     0.7275   -0.96127  -0.20282  -0.13301    0.3063    1.2279
 2429     0.6180   -0.93489  -0.17577  -0.10606    0.2442    1.2072
 2571     0.5485   -0.92538  -0.15815  -0.08963    0.2064    1.1935
 2714     0.5055   -0.92871  -0.14713  -0.08067    0.1857    1.1837
 2857     0.4762   -0.93081  -0.13963  -0.07452    0.1716    1.1716
 3000     0.4545   -0.93633  -0.13387  -0.07031    0.1619    1.1630
 3777     0.3817   -0.99412  -0.11423  -0.06044    0.1392    1.1414
 4755     0.2998   -1.06518  -0.09125  -0.04743    0.1092    1.1151
 5986     0.2272   -1.16859  -0.07024  -0.03693    0.0850    1.0844
 7536     0.1667   -1.28954  -0.05217  -0.02772    0.0638    1.0605
 9487     0.1100   -1.42958  -0.03489  -0.01773    0.0408    1.0439
11944     0.0760   -1.60137  -0.02427  -0.01292    0.0298    1.0260
15036     0.0525   -1.76810  -0.01680  -0.00916    0.0211    1.0248
18929     0.0362   -1.93035  -0.01161  -0.00641    0.0148    1.0164
23831     0.0250   -2.11125  -0.00800  -0.00459    0.0106    1.0106
30001     0.0172   -2.29527  -0.00545  -0.00323    0.0074    1.0092
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.6190   -1.05962  -0.52354  -0.41261    0.9501    1.6394
 1143     1.9590   -0.87943  -0.43504  -0.30169    0.6947    1.5788
 1286     1.5910   -0.77704  -0.37638  -0.23103    0.5320    1.5400
 1429     1.3900   -0.72456  -0.34079  -0.19057    0.4388    1.5011
 1571     1.2920   -0.71105  -0.32244  -0.17363    0.3998    1.4776
 1714     1.2545   -0.72065  -0.31538  -0.17133    0.3945    1.4608
 1857     1.2805   -0.75716  -0.32033  -0.18496    0.4259    1.4584
 2000     1.4215   -0.84157  -0.34728  -0.22657    0.5217    1.4619
 2143     1.5950   -0.92861  -0.37825  -0.27049    0.6228    1.4740
 2286     1.4550   -0.90081  -0.35352  -0.24509    0.5643    1.4462
 2429     1.2360   -0.84033  -0.31222  -0.19948    0.4593    1.4112
 2571     1.0970   -0.80802  -0.28464  -0.17081    0.3933    1.3852
 2714     1.0110   -0.79776  -0.26658  -0.15454    0.3558    1.3649
 2857     0.9525   -0.79142  -0.25368  -0.14312    0.3295    1.3469
 3000     0.9090   -0.79021  -0.24437  -0.13562    0.3123    1.3331
 3777     0.7635   -0.82794  -0.21106  -0.11708    0.2696    1.2845
 4755     0.5995   -0.87344  -0.17130  -0.09265    0.2133    1.2292
 5986     0.4545   -0.95360  -0.13384  -0.07260    0.1672    1.1717
 7536     0.3335   -1.05371  -0.10078  -0.05489    0.1264    1.1287
 9487     0.2200   -1.17274  -0.06800  -0.03515    0.0809    1.0874
11944     0.1520   -1.33203  -0.04769  -0.02569    0.0592    1.0553
15036     0.1050   -1.48884  -0.03332  -0.01836    0.0423    1.0441
18929     0.0725   -1.64499  -0.02315  -0.01290    0.0297    1.0306
23831     0.0500   -1.82141  -0.01601  -0.00926    0.0213    1.0206
