tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -0.93845  -1.14449  -0.72833    1.6770    2.2751
 1143     1.8600   -0.76044  -0.88157  -0.51576    1.1876    2.0093
 1286     1.5170   -0.68788  -0.71965  -0.40245    0.9267    1.8324
 1429     1.2917   -0.64708  -0.61318  -0.32877    0.7570    1.7184
 1571     1.1340   -0.62917  -0.53858  -0.28049    0.6458    1.6335
 1714     1.0185   -0.61460  -0.48390  -0.24332    0.5603    1.5747
 1857     0.9250   -0.61714  -0.43961  -0.21834    0.5027    1.5194
 2000     0.8447   -0.62836  -0.40160  -0.19932    0.4589    1.4706
 2143     0.7753   -0.64522  -0.36862  -0.18423    0.4242    1.4285
 2286     0.7143   -0.66152  -0.33965  -0.17039    0.3923    1.3945
 2429     0.6605   -0.67982  -0.31416  -0.15857    0.3651    1.3625
 2571     0.6130   -0.69963  -0.29166  -0.14837    0.3416    1.3361
 2714     0.5705   -0.72076  -0.27147  -0.13941    0.3210    1.3046
 2857     0.5332   -0.72793  -0.25377  -0.12809    0.2949    1.2867
 3000     0.5077   -0.73783  -0.24165  -0.12140    0.2795    1.2747
 3777     0.4025   -0.81652  -0.19161  -0.09917    0.2284    1.2168
 4755     0.3052   -0.90255  -0.14539  -0.07538    0.1736    1.1679
 5986     0.2200   -1.01653  -0.10482  -0.05462    0.1258    1.1159
 7536     0.1575   -1.14161  -0.07504  -0.03930    0.0905    1.0846
 9487     0.1075   -1.27924  -0.05131  -0.02635    0.0607    1.0617
11944     0.0680   -1.47858  -0.03226  -0.01699    0.0391    1.0341
15036     0.0415   -1.69148  -0.02025  -0.01109    0.0255    1.0184
18929     0.0278   -1.88592  -0.01360  -0.00781    0.0180    1.0178
23831     0.0188   -2.07463  -0.00818  -0.00447    0.0103    1.0117
30001     0.0082   -2.44476  -0.00511  -0.00354    0.0081    1.0071
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.57314  -2.27333  -1.49416    3.4404    3.9473
 1143     3.7200   -1.16516  -1.75365  -1.06550    2.4534    3.3268
 1286     3.0340   -0.95848  -1.43308  -0.83291    1.9178    2.8969
 1429     2.5835   -0.82832  -1.22194  -0.68095    1.5679    2.6159
 1571     2.2680   -0.75006  -1.07362  -0.58135    1.3386    2.4186
 1714     2.0370   -0.68989  -0.96487  -0.50494    1.1627    2.2797
 1857     1.8500   -0.65768  -0.87674  -0.45251    1.0420    2.1521
 2000     1.6895   -0.64123  -0.80110  -0.41282    0.9506    2.0410
 2143     1.5505   -0.63523  -0.73554  -0.38147    0.8784    1.9412
 2286     1.4285   -0.63015  -0.67781  -0.35229    0.8112    1.8569
 2429     1.3210   -0.63000  -0.62699  -0.32746    0.7540    1.7855
 2571     1.2260   -0.63327  -0.58212  -0.30591    0.7044    1.7193
 2714     1.1410   -0.64013  -0.54186  -0.28719    0.6613    1.6604
 2857     1.0665   -0.63180  -0.50664  -0.26370    0.6072    1.6183
 3000     1.0155   -0.63222  -0.48250  -0.24991    0.5754    1.5893
 3777     0.8050   -0.67430  -0.38273  -0.20346    0.4685    1.4587
 4755     0.6105   -0.72337  -0.29044  -0.15402    0.3547    1.3431
 5986     0.4400   -0.80452  -0.20946  -0.11114    0.2559    1.2432
 7536     0.3150   -0.90487  -0.15003  -0.07967    0.1835    1.1736
 9487     0.2150   -1.02181  -0.10244  -0.05307    0.1222    1.1225
11944     0.1360   -1.20583  -0.06475  -0.03445    0.0793    1.0721
15036     0.0830   -1.40815  -0.03953  -0.02133    0.0491    1.0463
18929     0.0555   -1.59687  -0.02646  -0.01494    0.0344    1.0320
23831     0.0375   -1.78215  -0.01791  -0.01050    0.0242    1.0205
30001     0.0165   -2.14749  -0.00723  -0.00410    0.0094    1.0116
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -2.30049  -3.38931  -2.26646    5.2187    5.7805
 1143     5.5800   -1.67641  -2.61726  -1.62929    3.7516    4.8175
 1286     4.5510   -1.34241  -2.14034  -1.27824    2.9432    4.1196
 1429     3.8753   -1.12742  -1.82601  -1.04818    2.4135    3.6599
 1571     3.4020   -0.98997  -1.60521  -0.89566    2.0623    3.3288
 1714     3.0555   -0.88677  -1.44309  -0.78032    1.7967    3.0993
 1857     2.7750   -0.82009  -1.31176  -0.69874    1.6089    2.8853
 2000     2.5343   -0.77731  -1.19888  -0.63781    1.4686    2.6983
 2143     2.3258   -0.74693  -1.10072  -0.58772    1.3533    2.5249
 2286     2.1428   -0.72066  -1.01459  -0.54219    1.2484    2.3819
 2429     1.9815   -0.70210  -0.93871  -0.50346    1.1592    2.2572
 2571     1.8390   -0.68823  -0.87160  -0.46928    1.0806    2.1433
 2714     1.7115   -0.68142  -0.81154  -0.44059    1.0145    2.0507
 2857     1.5998   -0.65910  -0.75876  -0.40505    0.9327    1.9862
 3000     1.5232   -0.64975  -0.72262  -0.38363    0.8833    1.9354
 3777     1.2075   -0.65671  -0.57332  -0.31199    0.7184    1.7230
 4755     0.9158   -0.66935  -0.43521  -0.23566    0.5426    1.5391
 5986     0.6600   -0.71697  -0.31395  -0.16927    0.3898    1.3796
 7536     0.4725   -0.79364  -0.22486  -0.12108    0.2788    1.2683
 9487     0.3225   -0.88947  -0.15360  -0.08036    0.1850    1.1852
11944     0.2040   -1.05790  -0.09717  -0.05206    0.1199    1.1103
15036     0.1245   -1.24950  -0.05944  -0.03227    0.0743    1.0653
