tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -0.99987  -0.40997  -0.31060    0.7152    1.6735
 1143     1.8600   -0.89545  -0.35644  -0.24616    0.5668    1.5960
 1286     1.5170   -0.85260  -0.31574  -0.20499    0.4720    1.5222
 1429     1.2917   -0.82564  -0.28533  -0.17535    0.4037    1.4738
 1571     1.1340   -0.81520  -0.26097  -0.15406    0.3547    1.4284
 1714     1.0185   -0.80640  -0.24113  -0.13660    0.3145    1.3972
 1857     0.9250   -0.81048  -0.22497  -0.12470    0.2871    1.3644
 2000     0.8447   -0.82265  -0.21047  -0.11557    0.2661    1.3346
 2143     0.7753   -0.84011  -0.19674  -0.10778    0.2482    1.3077
 2286     0.7143   -0.85626  -0.18468  -0.10081    0.2321    1.2825
 2429     0.6605   -0.87437  -0.17326  -0.09443    0.2174    1.2644
 2571     0.6130   -0.89419  -0.16315  -0.08915    0.2053    1.2488
 2714     0.5705   -0.91527  -0.15377  -0.08441    0.1944    1.2261
 2857     0.5332   -0.92193  -0.14531  -0.07815    0.1799    1.2144
 3000     0.5077   -0.93049  -0.13965  -0.07449    0.1715    1.2064
 3777     0.4025   -1.00673  -0.11424  -0.06190    0.1425    1.1653
 4755     0.3052   -1.08969  -0.08924  -0.04789    0.1103    1.1319
 5986     0.2200   -1.19916  -0.06607  -0.03523    0.0811    1.0901
 7536     0.1575   -1.32060  -0.04831  -0.02571    0.0592    1.0665
 9487     0.1075   -1.45458  -0.03354  -0.01737    0.0400    1.0495
11944     0.0680   -1.65092  -0.02151  -0.01143    0.0263    1.0269
15036     0.0415   -1.86331  -0.01318  -0.00709    0.0163    1.0142
18929     0.0278   -2.05609  -0.00887  -0.00499    0.0115    1.0148
23831     0.0188   -2.24490  -0.00599  -0.00349    0.0080    1.0098
30001     0.0082   -2.61465  -0.00247  -0.00141    0.0032    1.0062
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.18000  -0.54209  -0.45212    1.0410    2.0681
 1143     3.7200   -1.02270  -0.49541  -0.38248    0.8807    2.0078
 1286     3.0340   -0.93858  -0.45756  -0.33359    0.7681    1.9223
 1429     2.5835   -0.87812  -0.42479  -0.29378    0.6764    1.8508
 1571     2.2680   -0.84048  -0.39763  -0.26387    0.6076    1.7858
 1714     2.0370   -0.80719  -0.37646  -0.23945    0.5513    1.7428
 1857     1.8500   -0.79384  -0.35633  -0.22114    0.5092    1.6900
 2000     1.6895   -0.78994  -0.33738  -0.20617    0.4747    1.6364
 2143     1.5505   -0.79405  -0.32038  -0.19458    0.4480    1.5906
 2286     1.4285   -0.79605  -0.30479  -0.18334    0.4222    1.5472
 2429     1.3210   -0.80145  -0.28999  -0.17339    0.3992    1.5115
 2571     1.2260   -0.81060  -0.27553  -0.16437    0.3785    1.4785
 2714     1.1410   -0.82175  -0.26159  -0.15597    0.3591    1.4418
 2857     1.0665   -0.81597  -0.25026  -0.14583    0.3358    1.4209
 3000     1.0155   -0.81800  -0.24176  -0.13956    0.3214    1.4062
 3777     0.8050   -0.86418  -0.20315  -0.11741    0.2703    1.3262
 4755     0.6105   -0.91445  -0.16282  -0.09198    0.2118    1.2554
 5986     0.4400   -0.99479  -0.12325  -0.06847    0.1577    1.1880
 7536     0.3150   -1.09078  -0.09186  -0.05037    0.1160    1.1345
 9487     0.2150   -1.20351  -0.06472  -0.03426    0.0789    1.0964
11944     0.1360   -1.38325  -0.04203  -0.02267    0.0522    1.0563
15036     0.0830   -1.58250  -0.02606  -0.01417    0.0326    1.0323
18929     0.0555   -1.76907  -0.01762  -0.00999    0.0230    1.0269
23831     0.0375   -1.95288  -0.01190  -0.00696    0.0160    1.0181
30001     0.0165   -2.31806  -0.00525  -0.00314    0.0072    1.0099
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -1.32542  -0.60080  -0.52579    1.2107    2.3024
 1143     5.5800   -1.15137  -0.56385  -0.46399    1.0684    2.2851
 1286     4.5510   -1.04879  -0.53221  -0.41681    0.9597    2.2118
 1429     3.8753   -0.96999  -0.50274  -0.37531    0.8642    2.1422
 1571     3.4020   -0.91650  -0.47718  -0.34248    0.7886    2.0712
 1714     3.0555   -0.86911  -0.45954  -0.31670    0.7292    2.0260
 1857     2.7750   -0.84388  -0.43929  -0.29505    0.6794    1.9628
 2000     2.5343   -0.83026  -0.42063  -0.27781    0.6397    1.8959
 2143     2.3258   -0.82572  -0.40351  -0.26418    0.6083    1.8350
 2286     2.1428   -0.82069  -0.38589  -0.24998    0.5756    1.7807
 2429     1.9815   -0.81700  -0.37073  -0.23787    0.5477    1.7299
 2571     1.8390   -0.81867  -0.35500  -0.22666    0.5219    1.6822
 2714     1.7115   -0.82123  -0.34029  -0.21630    0.4981    1.6348
 2857     1.5998   -0.80850  -0.32687  -0.20306    0.4676    1.6068
 3000     1.5232   -0.80534  -0.31678  -0.19467    0.4483    1.5850
 3777     1.2075   -0.82849  -0.27247  -0.16596    0.3821    1.4745
 4755     0.9158   -0.85353  -0.22394  -0.13240    0.3049    1.3747
 5986     0.6600   -0.90727  -0.17311  -0.09960    0.2293    1.2718
 7536     0.4725   -0.98372  -0.13097  -0.07393    0.1702    1.2020
 9487     0.3225   -1.07541  -0.09383  -0.05073    0.1168    1.1440
11944     0.2040   -1.23916  -0.06157  -0.03363    0.0774    1.0863
15036     0.1245   -1.42564  -0.03866  -0.02120    0.0488    1.0505
18929     0.0833   -1.60708  -0.02616  -0.01491    0.0343    1.0389
23831     0.0562   -1.78668  -0.01784  -0.01051    0.0242    1.0262
30001     0.0247   -2.14547  -0.00791  -0.00476    0.0110    1.0135
 
tau_V = 1.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     9.6750   -1.43781  -0.63382  -0.57047    1.3136    2.4564
