tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     1.3095   -1.37586  -0.13382  -0.10963    0.2524    0.4579
 1143     0.9795   -1.23160  -0.11482  -0.08284    0.1907    0.4968
 1286     0.7955   -1.15354  -0.10162  -0.06470    0.1490    0.5193
 1429     0.6950   -1.11891  -0.09321  -0.05410    0.1246    0.5310
 1571     0.6460   -1.11221  -0.08890  -0.04958    0.1142    0.5319
 1714     0.6273   -1.12328  -0.08720  -0.04896    0.1127    0.5288
 1857     0.6403   -1.15560  -0.08832  -0.05263    0.1212    0.5168
 2000     0.7107   -1.22451  -0.09477  -0.06370    0.1467    0.4884
 2143     0.7975   -1.29488  -0.10190  -0.07491    0.1725    0.4633
 2286     0.7275   -1.27726  -0.09688  -0.06911    0.1591    0.4701
 2429     0.6180   -1.23634  -0.08631  -0.05661    0.1303    0.4816
 2571     0.5485   -1.21670  -0.07946  -0.04890    0.1126    0.4899
 2714     0.5055   -1.21447  -0.07490  -0.04449    0.1024    0.4923
 2857     0.4762   -1.21277  -0.07166  -0.04136    0.0952    0.4925
 3000     0.4545   -1.21598  -0.06915  -0.03923    0.0903    0.4938
 3777     0.3817   -1.26332  -0.06058  -0.03417    0.0787    0.4803
 4755     0.2998   -1.32306  -0.04983  -0.02728    0.0628    0.4709
 5986     0.2272   -1.41607  -0.03948  -0.02160    0.0497    0.4569
 7536     0.1667   -1.52772  -0.03000  -0.01641    0.0378    0.4419
 9487     0.1100   -1.65914  -0.02052  -0.01065    0.0245    0.4405
11944     0.0760   -1.82547  -0.01447  -0.00781    0.0180    0.4274
15036     0.0525   -1.98800  -0.01013  -0.00558    0.0129    0.4210
18929     0.0362   -2.14875  -0.00708  -0.00396    0.0091    0.4131
23831     0.0250   -2.32709  -0.00487  -0.00281    0.0065    0.4064
30001     0.0172   -2.50871  -0.00341  -0.00205    0.0047    0.3969
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.6190   -1.49718  -0.17243  -0.15234    0.3508    0.4988
 1143     1.9590   -1.28307  -0.15723  -0.12588    0.2898    0.5574
 1286     1.5910   -1.15239  -0.14562  -0.10483    0.2414    0.5961
 1429     1.3900   -1.08514  -0.13754  -0.09111    0.2098    0.6166
 1571     1.2920   -1.06267  -0.13333  -0.08502    0.1958    0.6201
 1714     1.2545   -1.07080  -0.13124  -0.08399    0.1934    0.6122
 1857     1.2805   -1.11233  -0.13240  -0.08914    0.2053    0.5933
 2000     1.4215   -1.20952  -0.13889  -0.10347    0.2382    0.5491
 2143     1.5950   -1.31150  -0.14567  -0.11699    0.2694    0.5129
 2286     1.4550   -1.27530  -0.14000  -0.10931    0.2517    0.5186
 2429     1.2360   -1.19617  -0.12989  -0.09413    0.2167    0.5399
 2571     1.0970   -1.15165  -0.12224  -0.08344    0.1921    0.5509
 2714     1.0110   -1.13341  -0.11701  -0.07709    0.1775    0.5529
 2857     0.9525   -1.12152  -0.11296  -0.07234    0.1666    0.5524
 3000     0.9090   -1.11615  -0.11005  -0.06921    0.1594    0.5544
 3777     0.7635   -1.13956  -0.09932  -0.06144    0.1415    0.5321
 4755     0.5995   -1.16777  -0.08450  -0.05005    0.1152    0.5141
 5986     0.4545   -1.23192  -0.06923  -0.04035    0.0929    0.4909
 7536     0.3335   -1.31622  -0.05438  -0.03124    0.0719    0.4675
 9487     0.2200   -1.41787  -0.03835  -0.02059    0.0474    0.4585
11944     0.1520   -1.56790  -0.02761  -0.01527    0.0352    0.4397
15036     0.1050   -1.71759  -0.01964  -0.01102    0.0254    0.4296
