tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -1.20077  -0.20336  -0.16173    0.3724    0.5684
 1143     1.8600   -1.09348  -0.18239  -0.13212    0.3042    0.5779
 1286     1.5170   -1.04890  -0.16521  -0.11186    0.2576    0.5703
 1429     1.2917   -1.02300  -0.15125  -0.09650    0.2222    0.5644
 1571     1.1340   -1.01367  -0.13999  -0.08547    0.1968    0.5560
 1714     1.0185   -1.00502  -0.13078  -0.07633    0.1758    0.5526
 1857     0.9250   -1.00967  -0.12338  -0.07033    0.1619    0.5475
 2000     0.8447   -1.02448  -0.11534  -0.06485    0.1493    0.5339
 2143     0.7753   -1.04397  -0.10852  -0.06085    0.1401    0.5262
 2286     0.7143   -1.06147  -0.10217  -0.05692    0.1311    0.5166
 2429     0.6605   -1.08031  -0.09642  -0.05354    0.1233    0.5089
 2571     0.6130   -1.10087  -0.09109  -0.05058    0.1165    0.5002
 2714     0.5705   -1.11996  -0.08698  -0.04848    0.1116    0.4970
 2857     0.5332   -1.13099  -0.08163  -0.04450    0.1025    0.4907
 3000     0.5077   -1.14153  -0.07840  -0.04238    0.0976    0.4894
 3777     0.4025   -1.22000  -0.06474  -0.03538    0.0815    0.4707
 4755     0.3052   -1.30670  -0.05099  -0.02753    0.0634    0.4583
 5986     0.2200   -1.42078  -0.03794  -0.02032    0.0468    0.4473
 7536     0.1575   -1.54592  -0.02783  -0.01485    0.0342    0.4377
 9487     0.1075   -1.68363  -0.01935  -0.01004    0.0231    0.4321
11944     0.0680   -1.88334  -0.01241  -0.00661    0.0152    0.4241
15036     0.0415   -2.09644  -0.00764  -0.00412    0.0095    0.4154
18929     0.0278   -2.29051  -0.00511  -0.00286    0.0066    0.4100
23831     0.0188   -2.47949  -0.00344  -0.00199    0.0046    0.4014
30001     0.0082   -2.84950  -0.00150  -0.00088    0.0020    0.3952
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.38237  -0.24722  -0.21651    0.4985    0.6455
 1143     3.7200   -1.22592  -0.23323  -0.19117    0.4402    0.6791
 1286     3.0340   -1.13912  -0.22049  -0.17104    0.3938    0.6777
 1429     2.5835   -1.07816  -0.20804  -0.15310    0.3525    0.6721
 1571     2.2680   -1.03841  -0.19844  -0.13980    0.3219    0.6648
 1714     2.0370   -1.00503  -0.18973  -0.12790    0.2945    0.6594
 1857     1.8500   -0.99064  -0.18171  -0.11903    0.2741    0.6463
 2000     1.6895   -0.98610  -0.17465  -0.11231    0.2586    0.6309
 2143     1.5505   -0.98926  -0.16736  -0.10640    0.2450    0.6150
 2286     1.4285   -0.99191  -0.16023  -0.10054    0.2315    0.5998
 2429     1.3210   -0.99861  -0.15298  -0.09505    0.2189    0.5844
 2571     1.2260   -1.00699  -0.14673  -0.09061    0.2086    0.5719
 2714     1.1410   -1.01807  -0.14045  -0.08639    0.1989    0.5596
 2857     1.0665   -1.01339  -0.13481  -0.08086    0.1862    0.5546
 3000     1.0155   -1.01598  -0.13061  -0.07745    0.1783    0.5507
 3777     0.8050   -1.06515  -0.11148  -0.06566    0.1512    0.5181
 4755     0.6105   -1.12068  -0.09080  -0.05204    0.1198    0.4950
 5986     0.4400   -1.20509  -0.06980  -0.03911    0.0900    0.4744
