tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     1.3095   -0.89360  -0.61732  -0.43282    0.9966    1.5613
 1143     0.9795   -0.75287  -0.46278  -0.28301    0.6517    1.4630
 1286     0.7955   -0.68431  -0.37639  -0.20258    0.4665    1.4045
 1429     0.6950   -0.65704  -0.32906  -0.16177    0.3725    1.3680
 1571     0.6460   -0.65584  -0.30595  -0.14554    0.3351    1.3515
 1714     0.6273   -0.66839  -0.29711  -0.14320    0.3297    1.3367
 1857     0.6403   -0.69889  -0.30323  -0.15645    0.3602    1.3410
 2000     0.7107   -0.76155  -0.33651  -0.19795    0.4558    1.3509
 2143     0.7975   -0.82777  -0.37735  -0.24558    0.5655    1.3728
 2286     0.7275   -0.81390  -0.34439  -0.21754    0.5009    1.3435
 2429     0.6180   -0.78066  -0.29277  -0.17050    0.3926    1.3088
 2571     0.5485   -0.76753  -0.26001  -0.14247    0.3281    1.2841
 2714     0.5055   -0.76936  -0.23967  -0.12729    0.2931    1.2680
 2857     0.4762   -0.77031  -0.22583  -0.11677    0.2689    1.2521
 3000     0.4545   -0.77573  -0.21557  -0.10995    0.2532    1.2393
 3777     0.3817   -0.83233  -0.18115  -0.09363    0.2156    1.2042
 4755     0.2998   -0.90131  -0.14240  -0.07265    0.1673    1.1598
 5986     0.2272   -1.00463  -0.10797  -0.05610    0.1292    1.1213
 7536     0.1667   -1.12487  -0.07925  -0.04181    0.0963    1.0880
 9487     0.1100   -1.26492  -0.05229  -0.02646    0.0609    1.0617
11944     0.0760   -1.43659  -0.03614  -0.01920    0.0442    1.0379
15036     0.0525   -1.60264  -0.02497  -0.01363    0.0314    1.0285
18929     0.0362   -1.76548  -0.01721  -0.00952    0.0219    1.0190
23831     0.0250   -1.94619  -0.01237  -0.00734    0.0169    1.0146
30001     0.0172   -2.12960  -0.00812  -0.00484    0.0112    1.0096
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.6190   -1.13365  -1.22356  -0.87525    2.0153    2.2342
 1143     1.9590   -0.83752  -0.91968  -0.57563    1.3254    2.0102
 1286     1.5910   -0.68555  -0.74868  -0.41494    0.9554    1.8878
 1429     1.3900   -0.61313  -0.65498  -0.33252    0.7657    1.8050
 1571     1.2920   -0.59150  -0.60929  -0.29927    0.6891    1.7595
 1714     1.2545   -0.59878  -0.59172  -0.29421    0.6774    1.7320
 1857     1.2805   -0.64113  -0.60385  -0.32106    0.7393    1.7288
 2000     1.4215   -0.74655  -0.66976  -0.40543    0.9335    1.7562
 2143     1.5950   -0.86006  -0.75068  -0.50091    1.1534    1.7984
 2286     1.4550   -0.81591  -0.68535  -0.44471    1.0240    1.7420
 2429     1.2360   -0.72852  -0.58306  -0.34870    0.8029    1.6579
 2571     1.0970   -0.68338  -0.51799  -0.29183    0.6720    1.6036
 2714     1.0110   -0.66609  -0.47765  -0.26070    0.6003    1.5656
 2857     0.9525   -0.65447  -0.45009  -0.23933    0.5511    1.5337
 3000     0.9090   -0.65107  -0.42972  -0.22542    0.5190    1.5127
 3777     0.7635   -0.68264  -0.36140  -0.19194    0.4420    1.4336
 4755     0.5995   -0.72007  -0.28404  -0.14846    0.3418    1.3385
 5986     0.4545   -0.79578  -0.21556  -0.11420    0.2629    1.2545
 7536     0.3335   -0.89204  -0.15834  -0.08476    0.1952    1.1825
 9487     0.2200   -1.00855  -0.10452  -0.05347    0.1231    1.1250
11944     0.1520   -1.16722  -0.07224  -0.03868    0.0891    1.0804
15036     0.1050   -1.32410  -0.04992  -0.02742    0.0631    1.0620
18929     0.0725   -1.48025  -0.03445  -0.01917    0.0441    1.0424
23831     0.0500   -1.65635  -0.02377  -0.01377    0.0317    1.0258
30001     0.0345   -1.83616  -0.01615  -0.00963    0.0222    1.0215
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     3.9285   -1.48817  -1.82084  -1.32237    3.0449    2.9933
 1143     2.9385   -1.04405  -1.37037  -0.87623    2.0176    2.6386
 1286     2.3865   -0.80635  -1.11696  -0.63343    1.4585    2.4275
 1429     2.0850   -0.68881  -0.97793  -0.50871    1.1714    2.2915
 1571     1.9380   -0.64707  -0.91000  -0.45791    1.0544    2.2146
 1714     1.8817   -0.65011  -0.88376  -0.45038    1.0370    2.1740
