tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -0.97787  -0.70604  -0.51999    1.1973    2.0970
 1143     1.8600   -0.84062  -0.60002  -0.40284    0.9276    1.9507
 1286     1.5170   -0.77745  -0.52140  -0.32979    0.7594    1.8248
 1429     1.2917   -0.73750  -0.46310  -0.27795    0.6400    1.7320
 1571     1.1340   -0.71778  -0.41993  -0.24278    0.5590    1.6630
 1714     1.0185   -0.70092  -0.38629  -0.21469    0.4943    1.6165
 1857     0.9250   -0.69968  -0.35696  -0.19432    0.4474    1.5618
 2000     0.8447   -0.70748  -0.33172  -0.17914    0.4125    1.5144
 2143     0.7753   -0.72075  -0.30894  -0.16673    0.3839    1.4709
 2286     0.7143   -0.73428  -0.28820  -0.15529    0.3576    1.4334
 2429     0.6605   -0.74953  -0.26951  -0.14530    0.3346    1.4039
 2571     0.6130   -0.76558  -0.25313  -0.13676    0.3149    1.3749
 2714     0.5705   -0.78449  -0.23759  -0.12907    0.2972    1.3433
 2857     0.5332   -0.78893  -0.22380  -0.11925    0.2746    1.3257
 3000     0.5077   -0.79689  -0.21427  -0.11340    0.2611    1.3128
 3777     0.4025   -0.86738  -0.17364  -0.09358    0.2155    1.2510
 4755     0.3052   -0.94513  -0.13409  -0.07169    0.1651    1.1946
 5986     0.2200   -1.04976  -0.09865  -0.05258    0.1211    1.1369
 7536     0.1575   -1.16785  -0.07165  -0.03817    0.0879    1.1009
 9487     0.1075   -1.29856  -0.04941  -0.02561    0.0590    1.0728
11944     0.0680   -1.49359  -0.03147  -0.01674    0.0385    1.0414
15036     0.0415   -1.70311  -0.01927  -0.01037    0.0239    1.0228
18929     0.0278   -1.89511  -0.01290  -0.00724    0.0167    1.0204
23831     0.0188   -2.08293  -0.00878  -0.00513    0.0118    1.0140
30001     0.0082   -2.45129  -0.00376  -0.00222    0.0051    1.0080
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.25106  -0.99321  -0.80224    1.8472    2.8371
 1143     3.7200   -1.05904  -0.88841  -0.66437    1.5298    2.7038
 1286     3.0340   -0.94637  -0.80129  -0.56677    1.3050    2.5293
 1429     2.5835   -0.86230  -0.73297  -0.49181    1.1324    2.3886
 1571     2.2680   -0.80930  -0.68028  -0.43899    1.0108    2.2786
 1714     2.0370   -0.76276  -0.63718  -0.39442    0.9082    2.1968
 1857     1.8500   -0.73829  -0.59808  -0.36152    0.8324    2.1050
 2000     1.6895   -0.72485  -0.56262  -0.33517    0.7718    2.0128
 2143     1.5505   -0.72224  -0.53019  -0.31466    0.7245    1.9349
 2286     1.4285   -0.71859  -0.49964  -0.29443    0.6780    1.8646
 2429     1.3210   -0.71821  -0.47126  -0.27638    0.6364    1.8014
 2571     1.2260   -0.72049  -0.44658  -0.26126    0.6016    1.7414
 2714     1.1410   -0.72728  -0.42238  -0.24758    0.5701    1.6897
 2857     1.0665   -0.71735  -0.40090  -0.22989    0.5293    1.6534
 3000     1.0155   -0.71671  -0.38548  -0.21923    0.5048    1.6272
 3777     0.8050   -0.75167  -0.31901  -0.18252    0.4203    1.5001
 4755     0.6105   -0.79082  -0.25202  -0.14170    0.3263    1.3883
 5986     0.4400   -0.85869  -0.18843  -0.10433    0.2402    1.2788
 7536     0.3150   -0.94842  -0.13835  -0.07582    0.1746    1.2028
 9487     0.2150   -1.05451  -0.09659  -0.05120    0.1179    1.1448
11944     0.1360   -1.22934  -0.06222  -0.03363    0.0774    1.0862
15036     0.0830   -1.42517  -0.03834  -0.02087    0.0481    1.0544
18929     0.0555   -1.61062  -0.02574  -0.01459    0.0336    1.0382
23831     0.0375   -1.79299  -0.01746  -0.01024    0.0236    1.0241
30001     0.0165   -2.15495  -0.00771  -0.00463    0.0107    1.0133
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -1.42980  -1.15810  -0.97201    2.2381    3.3028
 1143     5.5800   -1.23768  -1.05261  -0.83433    1.9211    3.2316
 1286     4.5510   -1.11200  -0.97088  -0.73471    1.6917    3.0726
 1429     3.8753   -1.01091  -0.90519  -0.65381    1.5055    2.9312
 1571     3.4020   -0.93873  -0.85071  -0.59147    1.3619    2.8007
 1714     3.0555   -0.87837  -0.80294  -0.53799    1.2388    2.7041
 1857     2.7750   -0.84006  -0.76281  -0.49869    1.1483    2.5911
 2000     2.5343   -0.81661  -0.72457  -0.46713    1.0756    2.4795
 2143     2.3258   -0.80142  -0.69078  -0.44156    1.0167    2.3672
 2286     2.1428   -0.78439  -0.65620  -0.41455    0.9545    2.2632
 2429     1.9815   -0.77467  -0.62365  -0.39160    0.9017    2.1762
 2571     1.8390   -0.76683  -0.59439  -0.37108    0.8544    2.0898
 2714     1.7115   -0.76407  -0.56759  -0.35378    0.8146    2.0191
 2857     1.5998   -0.74381  -0.54195  -0.33023    0.7604    1.9702
 3000     1.5232   -0.73621  -0.52381  -0.31612    0.7279    1.9315
 3777     1.2075   -0.74315  -0.44055  -0.26499    0.6102    1.7433
 4755     0.9158   -0.75103  -0.35446  -0.20794    0.4788    1.5781
 5986     0.6600   -0.78706  -0.26958  -0.15439    0.3555    1.4185
 7536     0.4725   -0.85066  -0.20102  -0.11321    0.2607    1.3062
 9487     0.3225   -0.93290  -0.14160  -0.07651    0.1762    1.2149
11944     0.2040   -1.08929  -0.09187  -0.05025    0.1157    1.1303
15036     0.1245   -1.27095  -0.05705  -0.03129    0.0720    1.0822
18929     0.0833   -1.45039  -0.03843  -0.02193    0.0505    1.0553
23831     0.0562   -1.62848  -0.02609  -0.01537    0.0354    1.0383
30001     0.0247   -1.98408  -0.01147  -0.00687    0.0158    1.0188
 
tau_V = 1.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     9.6750   -1.53931  -1.27544  -1.08661    2.5020    3.6012
 1143     7.4400   -1.36189  -1.16765  -0.95297    2.1943    3.6032
 1286     6.0680   -1.24215  -1.09114  -0.85908    1.9781    3.4872
 1429     5.1670   -1.13644  -1.02284  -0.77491    1.7843    3.3587
 1571     4.5360   -1.05958  -0.97135  -0.71220    1.6399    3.2364
 1714     4.0740   -0.98976  -0.92601  -0.65569    1.5098    3.1391
 1857     3.7000   -0.94464  -0.88715  -0.61392    1.4136    3.0196
 2000     3.3790   -0.91351  -0.84605  -0.57744    1.3296    2.8825
 2143     3.1010   -0.89050  -0.81156  -0.54821    1.2623    2.7484
 2286     2.8570   -0.86835  -0.77565  -0.51850    1.1939    2.6313
 2429     2.6420   -0.85124  -0.74239  -0.49238    1.1338    2.5231
 2571     2.4520   -0.83692  -0.71065  -0.46818    1.0780    2.4173
 2714     2.2820   -0.82536  -0.68035  -0.44580    1.0265    2.3176
 2857     2.1330   -0.79817  -0.65457  -0.41943    0.9658    2.2639
 3000     2.0310   -0.78373  -0.63623  -0.40272    0.9273    2.2136
 3777     1.6100   -0.77157  -0.54356  -0.34174    0.7869    1.9811
 4755     1.2210   -0.75255  -0.44287  -0.26964    0.6209    1.7579
 5986     0.8800   -0.76174  -0.34258  -0.20241    0.4661    1.5564
 7536     0.6300   -0.80060  -0.25976  -0.14990    0.3452    1.4065
 9487     0.4300   -0.86172  -0.18461  -0.10171    0.2342    1.2867
11944     0.2720   -1.00007  -0.12064  -0.06679    0.1538    1.1747
15036     0.1660   -1.16858  -0.07548  -0.04178    0.0962    1.1054
18929     0.1110   -1.34056  -0.05098  -0.02924    0.0673    1.0749
23831     0.0750   -1.51437  -0.03463  -0.02047    0.0471    1.0507
30001     0.0330   -1.86422  -0.01539  -0.00929    0.0214    1.0241
 
tau_V = 1.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000    14.5125   -1.66861  -1.47330  -1.25904    2.8990    3.9930
 1143    11.1600   -1.51419  -1.34365  -1.11958    2.5779    4.0903
 1286     9.1020   -1.41033  -1.25453  -1.02445    2.3589    4.0362
 1429     7.7505   -1.31238  -1.18704  -0.94417    2.1740    3.9540
 1571     6.8040   -1.23965  -1.13336  -0.88223    2.0314    3.8678
 1714     6.1110   -1.16755  -1.09320  -0.82775    1.9060    3.7985
 1857     5.5500   -1.12095  -1.05370  -0.78499    1.8075    3.6882
 2000     5.0685   -1.08288  -1.01269  -0.74534    1.7162    3.5293
 2143     4.6515   -1.05601  -0.97897  -0.71475    1.6458    3.3798
 2286     4.2855   -1.02761  -0.94566  -0.68367    1.5742    3.2428
 2429     3.9630   -0.99947  -0.91384  -0.65352    1.5048    3.1022
 2571     3.6780   -0.98046  -0.88275  -0.62783    1.4456    2.9789
 2714     3.4230   -0.96125  -0.85401  -0.60330    1.3892    2.8570
 2857     3.1995   -0.92528  -0.82380  -0.57055    1.3137    2.7894
 3000     3.0465   -0.90453  -0.80246  -0.54947    1.2652    2.7267
 3777     2.4150   -0.85979  -0.70549  -0.47479    1.0933    2.4041
 4755     1.8315   -0.80329  -0.59336  -0.38473    0.8859    2.1113
 5986     1.3200   -0.76759  -0.47129  -0.29361    0.6761    1.8259
 7536     0.9450   -0.76933  -0.36345  -0.21957    0.5056    1.6084
 9487     0.6450   -0.78949  -0.26455  -0.15108    0.3479    1.4301
11944     0.4080   -0.89361  -0.17585  -0.09975    0.2297    1.2641
15036     0.2490   -1.03759  -0.11089  -0.06230    0.1435    1.1595
18929     0.1665   -1.19588  -0.07555  -0.04382    0.1009    1.1109
23831     0.1125   -1.36003  -0.05156  -0.03072    0.0707    1.0744
30001     0.0495   -1.69848  -0.02291  -0.01384    0.0319    1.0346
 
tau_V = 2.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
