tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     1.3095   -1.31668  -0.14351  -0.11530    0.2655    0.4551
 1143     0.9795   -1.18653  -0.12212  -0.08621    0.1985    0.4936
 1286     0.7955   -1.11676  -0.10692  -0.06642    0.1529    0.5136
 1429     0.6950   -1.08758  -0.09744  -0.05514    0.1270    0.5247
 1571     0.6460   -1.08410  -0.09244  -0.05028    0.1158    0.5256
 1714     0.6273   -1.09388  -0.09101  -0.04988    0.1148    0.5228
 1857     0.6403   -1.12603  -0.09185  -0.05346    0.1231    0.5101
 2000     0.7107   -1.19060  -0.09887  -0.06506    0.1498    0.4823
 2143     0.7975   -1.25644  -0.10691  -0.07717    0.1777    0.4583
 2286     0.7275   -1.24256  -0.10040  -0.07017    0.1616    0.4617
 2429     0.6180   -1.20693  -0.08953  -0.05759    0.1326    0.4763
 2571     0.5485   -1.19076  -0.08215  -0.04958    0.1142    0.4849
 2714     0.5055   -1.19038  -0.07727  -0.04503    0.1037    0.4873
 2857     0.4762   -1.19060  -0.07374  -0.04176    0.0962    0.4871
 3000     0.4545   -1.19391  -0.07119  -0.03963    0.0912    0.4887
 3777     0.3817   -1.24545  -0.06200  -0.03442    0.0793    0.4758
 4755     0.2998   -1.31032  -0.05062  -0.02737    0.0630    0.4674
 5986     0.2272   -1.40727  -0.03980  -0.02155    0.0496    0.4543
 7536     0.1667   -1.52289  -0.03006  -0.01632    0.0376    0.4395
 9487     0.1100   -1.65772  -0.02043  -0.01053    0.0242    0.4390
11944     0.0760   -1.82692  -0.01434  -0.00770    0.0177    0.4261
15036     0.0525   -1.99096  -0.01001  -0.00549    0.0126    0.4203
18929     0.0362   -2.15255  -0.00695  -0.00385    0.0089    0.4126
23831     0.0250   -2.33190  -0.00479  -0.00275    0.0063    0.4060
30001     0.0172   -2.51416  -0.00332  -0.00198    0.0046    0.3967
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.6190   -1.40862  -0.19167  -0.16608    0.3824    0.4989
 1143     1.9590   -1.21229  -0.17285  -0.13490    0.3106    0.5565
 1286     1.5910   -1.09356  -0.15816  -0.11048    0.2544    0.5909
 1429     1.3900   -1.03365  -0.14803  -0.09490    0.2185    0.6075
 1571     1.2920   -1.01544  -0.14229  -0.08770    0.2019    0.6082
 1714     1.2545   -1.02208  -0.14076  -0.08713    0.2006    0.6018
 1857     1.2805   -1.06174  -0.14188  -0.09256    0.2131    0.5839
 2000     1.4215   -1.15429  -0.14988  -0.10888    0.2507    0.5446
 2143     1.5950   -1.24918  -0.15839  -0.12451    0.2867    0.5104
 2286     1.4550   -1.21641  -0.15186  -0.11596    0.2670    0.5164
 2429     1.2360   -1.14505  -0.13929  -0.09841    0.2266    0.5345
 2571     1.0970   -1.10560  -0.13047  -0.08676    0.1998    0.5452
 2714     1.0110   -1.09099  -0.12425  -0.07973    0.1836    0.5469
 2857     0.9525   -1.08074  -0.11983  -0.07474    0.1721    0.5465
 3000     0.9090   -1.07691  -0.11646  -0.07132    0.1642    0.5471
 3777     0.7635   -1.10579  -0.10412  -0.06288    0.1448    0.5255
 4755     0.5995   -1.13994  -0.08793  -0.05101    0.1175    0.5088
 5986     0.4545   -1.21042  -0.07130  -0.04086    0.0941    0.4863
 7536     0.3335   -1.30023  -0.05548  -0.03144    0.0724    0.4635
 9487     0.2200   -1.40986  -0.03863  -0.02054    0.0473    0.4552
11944     0.1520   -1.56373  -0.02762  -0.01516    0.0349    0.4376
15036     0.1050   -1.71641  -0.01955  -0.01091    0.0251    0.4285
18929     0.0725   -1.87003  -0.01370  -0.00770    0.0177    0.4179
23831     0.0500   -2.04380  -0.00954  -0.00555    0.0128    0.4094
30001     0.0345   -2.22246  -0.00662  -0.00399    0.0092    0.3991
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     3.9285   -1.50632  -0.21501  -0.19335    0.4452    0.5253
 1143     2.9385   -1.28537  -0.19899  -0.16478    0.3794    0.5983
 1286     2.3865   -1.13853  -0.18603  -0.14010    0.3226    0.6471
 1429     2.0850   -1.05997  -0.17682  -0.12341    0.2842    0.6727
 1571     1.9380   -1.03177  -0.17199  -0.11581    0.2667    0.6767
 1714     1.8817   -1.03697  -0.16978  -0.11449    0.2636    0.6663
 1857     1.9208   -1.08155  -0.17151  -0.12112    0.2789    0.6422
 2000     2.1323   -1.19347  -0.17850  -0.13845    0.3188    0.5888
 2143     2.3925   -1.30455  -0.18727  -0.15533    0.3577    0.5459
 2286     2.1825   -1.26074  -0.18072  -0.14602    0.3362    0.5526
 2429     1.8540   -1.16795  -0.16901  -0.12752    0.2936    0.5787
 2571     1.6455   -1.11159  -0.16082  -0.11471    0.2641    0.5937
 2714     1.5165   -1.08626  -0.15504  -0.10692    0.2462    0.5969
 2857     1.4288   -1.06801  -0.15039  -0.10083    0.2322    0.5972
