tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -1.32830  -0.17054  -0.14135    0.3255    0.5684
 1143     1.8600   -1.20807  -0.15673  -0.11976    0.2758    0.5889
 1286     1.5170   -1.15014  -0.14451  -0.10363    0.2386    0.5841
 1429     1.2917   -1.11524  -0.13419  -0.09104    0.2096    0.5815
 1571     1.1340   -1.09840  -0.12564  -0.08170    0.1881    0.5753
 1714     1.0185   -1.08211  -0.11851  -0.07368    0.1697    0.5723
 1857     0.9250   -1.08198  -0.11213  -0.06791    0.1564    0.5644
 2000     0.8447   -1.09075  -0.10629  -0.06346    0.1461    0.5539
 2143     0.7753   -1.10584  -0.10068  -0.05975    0.1376    0.5443
 2286     0.7143   -1.11896  -0.09560  -0.05628    0.1296    0.5346
 2429     0.6605   -1.13381  -0.09077  -0.05312    0.1223    0.5253
 2571     0.6130   -1.15051  -0.08618  -0.05025    0.1157    0.5152
 2714     0.5705   -1.16948  -0.08195  -0.04783    0.1101    0.5076
 2857     0.5332   -1.17348  -0.07806  -0.04453    0.1025    0.5044
 3000     0.5077   -1.18136  -0.07533  -0.04257    0.0980    0.5030
 3777     0.4025   -1.24826  -0.06332  -0.03584    0.0825    0.4825
 4755     0.3052   -1.32453  -0.05063  -0.02810    0.0647    0.4666
 5986     0.2200   -1.42732  -0.03838  -0.02099    0.0483    0.4540
 7536     0.1575   -1.54403  -0.02849  -0.01543    0.0355    0.4427
 9487     0.1075   -1.67421  -0.02004  -0.01052    0.0242    0.4362
11944     0.0680   -1.86785  -0.01297  -0.00695    0.0160    0.4269
15036     0.0415   -2.07633  -0.00805  -0.00436    0.0100    0.4171
18929     0.0278   -2.26875  -0.00539  -0.00302    0.0070    0.4108
23831     0.0188   -2.45588  -0.00368  -0.00215    0.0050    0.4022
30001     0.0082   -2.82437  -0.00155  -0.00090    0.0021    0.3955
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.52609  -0.19966  -0.17964    0.4136    0.6271
 1143     3.7200   -1.36361  -0.19024  -0.16204    0.3731    0.6663
 1286     3.0340   -1.27067  -0.18221  -0.14816    0.3411    0.6731
 1429     2.5835   -1.20120  -0.17413  -0.13513    0.3112    0.6768
 1571     2.2680   -1.15571  -0.16765  -0.12515    0.2882    0.6734
 1714     2.0370   -1.11738  -0.16169  -0.11608    0.2673    0.6724
 1857     1.8500   -1.09886  -0.15585  -0.10896    0.2509    0.6618
 2000     1.6895   -1.09065  -0.15049  -0.10330    0.2379    0.6467
 2143     1.5505   -1.08852  -0.14569  -0.09878    0.2274    0.6331
 2286     1.4285   -1.08890  -0.14037  -0.09404    0.2165    0.6181
 2429     1.3210   -1.09002  -0.13545  -0.08972    0.2066    0.6045
 2571     1.2260   -1.09573  -0.13050  -0.08583    0.1976    0.5912
 2714     1.1410   -1.10311  -0.12589  -0.08238    0.1897    0.5787
 2857     1.0665   -1.09401  -0.12156  -0.07759    0.1787    0.5743
 3000     1.0155   -1.09468  -0.11816  -0.07458    0.1717    0.5703
 3777     0.8050   -1.12981  -0.10336  -0.06431    0.1481    0.5370
 4755     0.6105   -1.17036  -0.08598  -0.05162    0.1188    0.5099
 5986     0.4400   -1.23863  -0.06780  -0.03944    0.0908    0.4870
 7536     0.3150   -1.32662  -0.05199  -0.02951    0.0679    0.4668
 9487     0.2150   -1.43096  -0.03760  -0.02039    0.0469    0.4537
11944     0.1360   -1.60295  -0.02507  -0.01374    0.0316    0.4385
15036     0.0830   -1.79898  -0.01572  -0.00863    0.0199    0.4241
18929     0.0555   -1.98385  -0.01067  -0.00608    0.0140    0.4153
23831     0.0375   -2.16616  -0.00730  -0.00430    0.0099    0.4049
30001     0.0165   -2.52818  -0.00324  -0.00195    0.0045    0.3968
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -1.65426  -0.21004  -0.19470    0.4483    0.6496
 1143     5.5800   -1.48964  -0.20375  -0.18183    0.4187    0.7040
 1286     4.5510   -1.38753  -0.19773  -0.17055    0.3927    0.7200
 1429     3.8753   -1.30535  -0.19118  -0.15901    0.3661    0.7307
 1571     3.4020   -1.24705  -0.18625  -0.15004    0.3455    0.7324
 1714     3.0555   -1.19637  -0.18179  -0.14170    0.3263    0.7367
 1857     2.7750   -1.16887  -0.17773  -0.13553    0.3121    0.7298
 2000     2.5343   -1.15092  -0.17318  -0.12972    0.2987    0.7128
 2143     2.3258   -1.14195  -0.16862  -0.12474    0.2872    0.6942
 2286     2.1428   -1.13237  -0.16442  -0.12001    0.2763    0.6790
 2429     1.9815   -1.12608  -0.16018  -0.11557    0.2661    0.6640
 2571     1.8390   -1.12327  -0.15536  -0.11095    0.2555    0.6466
 2714     1.7115   -1.12352  -0.15128  -0.10729    0.2470    0.6319
 2857     1.5998   -1.10554  -0.14762  -0.10223    0.2354    0.6295
 3000     1.5232   -1.09916  -0.14457  -0.09885    0.2276    0.6254
 3777     1.2075   -1.11244  -0.12967  -0.08669    0.1996    0.5830
 4755     0.9158   -1.12530  -0.11162  -0.07145    0.1645    0.5497
 5986     0.6600   -1.16598  -0.09060  -0.05554    0.1279    0.5163
 7536     0.4725   -1.22783  -0.07164  -0.04234    0.0975    0.4896
 9487     0.3225   -1.31133  -0.05299  -0.02967    0.0683    0.4706
11944     0.2040   -1.46589  -0.03589  -0.02005    0.0462    0.4484
15036     0.1245   -1.64675  -0.02295  -0.01274    0.0293    0.4305
18929     0.0833   -1.82407  -0.01576  -0.00905    0.0208    0.4194
23831     0.0562   -2.00121  -0.01082  -0.00640    0.0147    0.4074
30001     0.0247   -2.35724  -0.00481  -0.00288    0.0066    0.3980
 
tau_V = 1.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     9.6750   -1.73222  -0.21613  -0.20309    0.4676    0.6616
 1143     7.4400   -1.57974  -0.21078  -0.19259    0.4435    0.7247
 1286     6.0680   -1.47570  -0.20533  -0.18263    0.4205    0.7464
 1429     5.1670   -1.39262  -0.20123  -0.17414    0.4010    0.7661
 1571     4.5360   -1.33064  -0.19648  -0.16571    0.3816    0.7695
 1714     4.0740   -1.27243  -0.19302  -0.15828    0.3644    0.7809
 1857     3.7000   -1.23831  -0.18845  -0.15136    0.3485    0.7718
 2000     3.3790   -1.21492  -0.18621  -0.14735    0.3393    0.7594
 2143     3.1010   -1.20104  -0.18287  -0.14310    0.3295    0.7424
 2286     2.8570   -1.18719  -0.17895  -0.13830    0.3184    0.7246
 2429     2.6420   -1.17599  -0.17557  -0.13422    0.3090    0.7086
 2571     2.4520   -1.16852  -0.17100  -0.12938    0.2979    0.6889
 2714     2.2820   -1.16259  -0.16783  -0.12596    0.2900    0.6745
 2857     2.1330   -1.14193  -0.16413  -0.12067    0.2779    0.6713
 3000     2.0310   -1.13189  -0.16164  -0.11746    0.2705    0.6685
 3777     1.6100   -1.12718  -0.14794  -0.10462    0.2409    0.6210
 4755     1.2210   -1.11817  -0.13021  -0.08771    0.2020    0.5820
 5986     0.8800   -1.13449  -0.10891  -0.06978    0.1607    0.5441
 7536     0.6300   -1.17689  -0.08832  -0.05427    0.1250    0.5123
 9487     0.4300   -1.23912  -0.06670  -0.03844    0.0885    0.4873
11944     0.2720   -1.37661  -0.04605  -0.02622    0.0604    0.4589
15036     0.1660   -1.54477  -0.02987  -0.01680    0.0387    0.4370
18929     0.1110   -1.71488  -0.02065  -0.01195    0.0275    0.4237
23831     0.0750   -1.88733  -0.01425  -0.00847    0.0195    0.4105
30001     0.0330   -2.23753  -0.00642  -0.00388    0.0089    0.3992
 
tau_V = 1.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000    14.5125   -1.79799  -0.22459  -0.21315    0.4908    0.6731
 1143    11.1600   -1.68123  -0.21892  -0.20420    0.4702    0.7457
 1286     9.1020   -1.59240  -0.21547  -0.19761    0.4550    0.7774
 1429     7.7505   -1.51691  -0.21033  -0.18940    0.4361    0.8007
 1571     6.8040   -1.45467  -0.20857  -0.18460    0.4251    0.8172
 1714     6.1110   -1.39561  -0.20639  -0.17917    0.4126    0.8383
 1857     5.5500   -1.35736  -0.20377  -0.17430    0.4013    0.8365
 2000     5.0685   -1.33141  -0.20088  -0.16986    0.3911    0.8211
 2143     4.6515   -1.31413  -0.19779  -0.16578    0.3817    0.8018
 2286     4.2855   -1.29403  -0.19521  -0.16193    0.3729    0.7860
 2429     3.9630   -1.27803  -0.19271  -0.15842    0.3648    0.7711
 2571     3.6780   -1.26532  -0.18948  -0.15446    0.3557    0.7522
 2714     3.4230   -1.25467  -0.18627  -0.15066    0.3469    0.7319
 2857     3.1995   -1.22437  -0.18436  -0.14646    0.3372    0.7364
 3000     3.0465   -1.20909  -0.18270  -0.14365    0.3308    0.7319
 3777     2.4150   -1.18106  -0.17129  -0.13078    0.3011    0.6771
 4755     1.8315   -1.14543  -0.15565  -0.11332    0.2609    0.6363
 5986     1.3200   -1.12737  -0.13522  -0.09311    0.2144    0.5907
 7536     0.9450   -1.13604  -0.11362  -0.07422    0.1709    0.5493
 9487     0.6450   -1.16453  -0.08934  -0.05427    0.1250    0.5177
11944     0.4080   -1.27025  -0.06407  -0.03787    0.0872    0.4793
15036     0.2490   -1.41388  -0.04265  -0.02456    0.0566    0.4494
18929     0.1665   -1.57043  -0.02995  -0.01761    0.0406    0.4318
23831     0.1125   -1.73374  -0.02090  -0.01257    0.0289    0.4162
30001     0.0495   -2.07082  -0.00954  -0.00579    0.0133    0.4016
 
tau_V = 2.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000    19.3500   -1.81116  -0.22980  -0.21856    0.5032    0.6796
 1143    14.8800   -1.71881  -0.22555  -0.21182    0.4877    0.7590
 1286    12.1360   -1.64896  -0.22101  -0.20509    0.4722    0.7928
 1429    10.3340   -1.58969  -0.21808  -0.20001    0.4605    0.8248
 1571     9.0720   -1.52750  -0.21564  -0.19496    0.4489    0.8425
 1714     8.1480   -1.47787  -0.21270  -0.18973    0.4369    0.8661
 1857     7.4000   -1.44272  -0.20971  -0.18503    0.4260    0.8628
 2000     6.7580   -1.41949  -0.20824  -0.18233    0.4198    0.8558
 2143     6.2020   -1.40320  -0.20642  -0.17965    0.4137    0.8398
 2286     5.7140   -1.38125  -0.20470  -0.17670    0.4069    0.8258
 2429     5.2840   -1.36033  -0.20253  -0.17334    0.3991    0.8095
 2571     4.9040   -1.34538  -0.20003  -0.17002    0.3915    0.7917
 2714     4.5640   -1.33437  -0.19731  -0.16674    0.3839    0.7712
 2857     4.2660   -1.30266  -0.19503  -0.16239    0.3739    0.7755
 3000     4.0620   -1.28455  -0.19381  -0.15993    0.3682    0.7748
 3777     3.2200   -1.24659  -0.18534  -0.14917    0.3435    0.7210
 4755     2.4420   -1.19088  -0.17139  -0.13173    0.3033    0.6753
 5986     1.7600   -1.14797  -0.15365  -0.11174    0.2573    0.6284
 7536     1.2600   -1.13205  -0.13271  -0.09126    0.2101    0.5837
 9487     0.8600   -1.13197  -0.10739  -0.06818    0.1570    0.5448
11944     0.5440   -1.21198  -0.07931  -0.04844    0.1115    0.4971
15036     0.3320   -1.33266  -0.05429  -0.03200    0.0737    0.4617
18929     0.2220   -1.47702  -0.03859  -0.02305    0.0531    0.4397
23831     0.1500   -1.63081  -0.02722  -0.01653    0.0381    0.4213
30001     0.0660   -1.95582  -0.01263  -0.00771    0.0178    0.4040
 
tau_V = 2.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000    24.1875   -1.82139  -0.23441  -0.22331    0.5142    0.6852
 1143    18.6000   -1.73620  -0.22877  -0.21548    0.4962    0.7611
 1286    15.1700   -1.68312  -0.22519  -0.21032    0.4843    0.8010
 1429    12.9175   -1.62257  -0.22200  -0.20507    0.4722    0.8370
