tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -1.23296  -0.19493  -0.15686    0.3612    0.5698
 1143     1.8600   -1.12375  -0.17595  -0.12954    0.2983    0.5834
 1286     1.5170   -1.07838  -0.15970  -0.11025    0.2539    0.5765
 1429     1.2917   -1.05120  -0.14672  -0.09572    0.2204    0.5714
 1571     1.1340   -1.03747  -0.13666  -0.08525    0.1963    0.5643
 1714     1.0185   -1.02619  -0.12826  -0.07653    0.1762    0.5617
 1857     0.9250   -1.02970  -0.12137  -0.07080    0.1630    0.5579
 2000     0.8447   -1.04270  -0.11362  -0.06528    0.1503    0.5425
 2143     0.7753   -1.06027  -0.10729  -0.06140    0.1414    0.5342
 2286     0.7143   -1.07567  -0.10132  -0.05753    0.1325    0.5244
 2429     0.6605   -1.09389  -0.09574  -0.05418    0.1247    0.5162
 2571     0.6130   -1.11345  -0.09059  -0.05123    0.1180    0.5073
 2714     0.5705   -1.13405  -0.08595  -0.04871    0.1122    0.5007
 2857     0.5332   -1.14098  -0.08147  -0.04516    0.1040    0.4965
 3000     0.5077   -1.14993  -0.07850  -0.04314    0.0993    0.4955
 3777     0.4025   -1.22440  -0.06522  -0.03611    0.0832    0.4757
 4755     0.3052   -1.30744  -0.05162  -0.02817    0.0649    0.4620
 5986     0.2200   -1.41683  -0.03871  -0.02090    0.0481    0.4505
 7536     0.1575   -1.53866  -0.02852  -0.01531    0.0352    0.4400
 9487     0.1075   -1.67332  -0.01991  -0.01037    0.0239    0.4343
11944     0.0680   -1.87140  -0.01280  -0.00682    0.0157    0.4256
15036     0.0415   -2.08324  -0.00788  -0.00424    0.0098    0.4160
18929     0.0278   -2.27640  -0.00528  -0.00296    0.0068    0.4102
23831     0.0188   -2.46461  -0.00358  -0.00208    0.0048    0.4017
30001     0.0082   -2.83413  -0.00152  -0.00088    0.0020    0.3953
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.40292  -0.23612  -0.20751    0.4778    0.6414
 1143     3.7200   -1.25547  -0.22210  -0.18363    0.4228    0.6752
 1286     3.0340   -1.16978  -0.21061  -0.16534    0.3807    0.6785
 1429     2.5835   -1.10756  -0.20005  -0.14939    0.3440    0.6782
 1571     2.2680   -1.07029  -0.18998  -0.13623    0.3137    0.6686
 1714     2.0370   -1.03502  -0.18216  -0.12513    0.2881    0.6650
 1857     1.8500   -1.02059  -0.17569  -0.11767    0.2710    0.6580
 2000     1.6895   -1.01596  -0.16830  -0.11063    0.2547    0.6390
 2143     1.5505   -1.01716  -0.16207  -0.10531    0.2425    0.6241
 2286     1.4285   -1.02044  -0.15513  -0.09961    0.2294    0.6083
 2429     1.3210   -1.02658  -0.14856  -0.09455    0.2177    0.5939
 2571     1.2260   -1.03439  -0.14242  -0.09002    0.2073    0.5797
 2714     1.1410   -1.04339  -0.13694  -0.08616    0.1984    0.5679
 2857     1.0665   -1.03878  -0.13158  -0.08088    0.1862    0.5636
 3000     1.0155   -1.03965  -0.12778  -0.07759    0.1787    0.5597
 3777     0.8050   -1.08313  -0.11007  -0.06616    0.1523    0.5258
 4755     0.6105   -1.13062  -0.09118  -0.05323    0.1226    0.5062
 5986     0.4400   -1.21157  -0.07013  -0.03986    0.0918    0.4802
 7536     0.3150   -1.30822  -0.05310  -0.02961    0.0682    0.4617
 9487     0.2150   -1.42139  -0.03789  -0.02029    0.0467    0.4497
11944     0.1360   -1.60133  -0.02486  -0.01349    0.0311    0.4357
15036     0.0830   -1.80076  -0.01555  -0.00848    0.0195    0.4224
18929     0.0555   -1.98855  -0.01050  -0.00596    0.0137    0.4142
23831     0.0375   -2.17284  -0.00713  -0.00417    0.0096    0.4043
30001     0.0165   -2.53701  -0.00314  -0.00188    0.0043    0.3964
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -1.52039  -0.25213  -0.22932    0.5280    0.6692
 1143     5.5800   -1.36503  -0.24144  -0.20994    0.4834    0.7202
 1286     4.5510   -1.27034  -0.23296  -0.19484    0.4486    0.7348
 1429     3.8753   -1.19622  -0.22453  -0.18049    0.4156    0.7418
 1571     3.4020   -1.14610  -0.21685  -0.16853    0.3881    0.7397
 1714     3.0555   -1.10054  -0.21035  -0.15774    0.3632    0.7418
 1857     2.7750   -1.07298  -0.20500  -0.14980    0.3449    0.7315
 2000     2.5343   -1.06077  -0.19839  -0.14252    0.3282    0.7127
 2143     2.3258   -1.05476  -0.19189  -0.13608    0.3133    0.6914
 2286     2.1428   -1.04796  -0.18651  -0.13053    0.3006    0.6756
 2429     1.9815   -1.04468  -0.18008  -0.12448    0.2866    0.6559
 2571     1.8390   -1.04440  -0.17443  -0.11947    0.2751    0.6394
 2714     1.7115   -1.04575  -0.16927  -0.11508    0.2650    0.6243
 2857     1.5998   -1.03252  -0.16421  -0.10905    0.2511    0.6209
 3000     1.5232   -1.02729  -0.16012  -0.10482    0.2414    0.6145
