tau_V = 0.250
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     2.4188   -1.26096  -0.18663  -0.15149    0.3488    0.5682
 1143     1.8600   -1.14922  -0.16908  -0.12584    0.2898    0.5838
 1286     1.5170   -1.10127  -0.15489  -0.10834    0.2495    0.5803
 1429     1.2917   -1.07177  -0.14224  -0.09395    0.2163    0.5737
 1571     1.1340   -1.05776  -0.13269  -0.08392    0.1932    0.5670
 1714     1.0185   -1.04611  -0.12462  -0.07548    0.1738    0.5655
 1857     0.9250   -1.04818  -0.11767  -0.06948    0.1600    0.5577
 2000     0.8447   -1.05868  -0.11126  -0.06482    0.1492    0.5470
 2143     0.7753   -1.07489  -0.10547  -0.06121    0.1409    0.5389
 2286     0.7143   -1.09120  -0.09920  -0.05707    0.1314    0.5278
 2429     0.6605   -1.10817  -0.09390  -0.05379    0.1239    0.5188
 2571     0.6130   -1.12633  -0.08905  -0.05092    0.1172    0.5100
 2714     0.5705   -1.14458  -0.08512  -0.04881    0.1124    0.5052
 2857     0.5332   -1.15187  -0.08039  -0.04503    0.1037    0.4995
 3000     0.5077   -1.15997  -0.07753  -0.04301    0.0990    0.4986
 3777     0.4025   -1.23175  -0.06470  -0.03610    0.0831    0.4784
 4755     0.3052   -1.31266  -0.05142  -0.02825    0.0650    0.4637
 5986     0.2200   -1.41975  -0.03867  -0.02098    0.0483    0.4516
 7536     0.1575   -1.54033  -0.02854  -0.01537    0.0354    0.4409
 9487     0.1075   -1.67265  -0.02000  -0.01044    0.0240    0.4352
11944     0.0680   -1.86947  -0.01287  -0.00687    0.0158    0.4262
15036     0.0415   -2.07982  -0.00795  -0.00428    0.0099    0.4164
18929     0.0278   -2.27311  -0.00531  -0.00297    0.0068    0.4106
23831     0.0188   -2.46069  -0.00361  -0.00209    0.0048    0.4018
30001     0.0082   -2.82985  -0.00152  -0.00088    0.0020    0.3954
 
tau_V = 0.500
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     4.8375   -1.42407  -0.22399  -0.19742    0.4546    0.6311
 1143     3.7200   -1.27635  -0.21292  -0.17693    0.4074    0.6729
 1286     3.0340   -1.19511  -0.20086  -0.15894    0.3660    0.6732
 1429     2.5835   -1.13353  -0.19135  -0.14437    0.3324    0.6759
 1571     2.2680   -1.09496  -0.18301  -0.13283    0.3059    0.6704
 1714     2.0370   -1.05960  -0.17533  -0.12205    0.2810    0.6679
 1857     1.8500   -1.04460  -0.16868  -0.11442    0.2635    0.6572
 2000     1.6895   -1.03744  -0.16249  -0.10812    0.2490    0.6416
 2143     1.5505   -1.04048  -0.15639  -0.10309    0.2374    0.6269
 2286     1.4285   -1.04176  -0.15034  -0.09787    0.2254    0.6126
 2429     1.3210   -1.04664  -0.14424  -0.09301    0.2142    0.5986
 2571     1.2260   -1.05340  -0.13853  -0.08867    0.2042    0.5838
 2714     1.1410   -1.06260  -0.13326  -0.08495    0.1956    0.5717
 2857     1.0665   -1.05600  -0.12896  -0.08040    0.1851    0.5727
 3000     1.0155   -1.05715  -0.12471  -0.07672    0.1767    0.5642
 3777     0.8050   -1.09950  -0.10779  -0.06564    0.1511    0.5305
 4755     0.6105   -1.14408  -0.08962  -0.05290    0.1218    0.5090
 5986     0.4400   -1.22020  -0.06948  -0.03982    0.0917    0.4828
 7536     0.3150   -1.31330  -0.05286  -0.02965    0.0683    0.4632
 9487     0.2150   -1.42410  -0.03785  -0.02036    0.0469    0.4509
11944     0.1360   -1.60218  -0.02491  -0.01356    0.0312    0.4368
15036     0.0830   -1.79964  -0.01561  -0.00853    0.0196    0.4230
18929     0.0555   -1.98619  -0.01056  -0.00599    0.0138    0.4144
23831     0.0375   -2.16971  -0.00719  -0.00421    0.0097    0.4044
30001     0.0165   -2.53315  -0.00317  -0.00189    0.0044    0.3965
 
tau_V = 0.750
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     7.2562   -1.52708  -0.24121  -0.21929    0.5049    0.6626
 1143     5.5800   -1.38184  -0.23180  -0.20210    0.4653    0.7169
 1286     4.5510   -1.29045  -0.22261  -0.18697    0.4305    0.7285
 1429     3.8753   -1.21945  -0.21487  -0.17389    0.4004    0.7384
 1571     3.4020   -1.16989  -0.20726  -0.16233    0.3738    0.7353
 1714     3.0555   -1.12433  -0.20143  -0.15243    0.3510    0.7387
 1857     2.7750   -1.10021  -0.19581  -0.14480    0.3334    0.7288
 2000     2.5343   -1.08635  -0.19022  -0.13829    0.3184    0.7124
 2143     2.3258   -1.07953  -0.18516  -0.13303    0.3063    0.6954
 2286     2.1428   -1.07329  -0.17898  -0.12685    0.2921    0.6757
 2429     1.9815   -1.06965  -0.17363  -0.12168    0.2802    0.6594
 2571     1.8390   -1.06787  -0.16856  -0.11698    0.2694    0.6438
 2714     1.7115   -1.06888  -0.16359  -0.11268    0.2595    0.6278
 2857     1.5998   -1.05535  -0.15878  -0.10690    0.2461    0.6244
 3000     1.5232   -1.05084  -0.15507  -0.10310    0.2374    0.6194
 3777     1.2075   -1.07147  -0.13741  -0.08959    0.2063    0.5754
 4755     0.9158   -1.09151  -0.11688  -0.07312    0.1684    0.5423
 5986     0.6600   -1.13834  -0.09411  -0.05656    0.1302    0.5111
 7536     0.4725   -1.20864  -0.07346  -0.04276    0.0984    0.4846
 9487     0.3225   -1.29807  -0.05391  -0.02984    0.0687    0.4670
11944     0.2040   -1.45923  -0.03611  -0.02002    0.0461    0.4460
15036     0.1245   -1.64455  -0.02295  -0.01269    0.0292    0.4293
18929     0.0833   -1.82460  -0.01564  -0.00895    0.0206    0.4182
23831     0.0562   -2.00335  -0.01071  -0.00632    0.0145    0.4071
30001     0.0247   -2.36141  -0.00475  -0.00284    0.0065    0.3978
 
tau_V = 1.000
 wave,       tau,      scat,    stell,    total,  tau_eff,  eff. mult.
  [A],          ,           in log units       ,
 1000     9.6750   -1.59289  -0.25117  -0.23183    0.5338    0.6782
 1143     7.4400   -1.45872  -0.24126  -0.21570    0.4967    0.7373
 1286     6.0680   -1.36648  -0.23528  -0.20431    0.4704    0.7620
 1429     5.1670   -1.29443  -0.22729  -0.19159    0.4411    0.7750
